Protein	Ratio_0	Ratio_2	Ratio_6	Ratio_12	Ratio_18	Ratio_24
Lsm5	0.984932	0.092408	-0.691609	4.015797	3.771732	-0.143155
Lsm6	-1.719757	-1.582274	-1.079694	-5.045117	0.349318	-0.581567
Lsp1	0.180773	1.417504	-0.142628	-1.480884	0.121254	-0.590281
Lta4h	0.230087	-0.474991	-0.383992	-1.326030	-1.790217	0.132439
Ltn1	0.984932	-1.127501	2.763490	0.672080	0.064510	-1.147971
Luc7l	13.574790	9.970118	1.113210	0.672080	2.275248	-1.147971
Luc7l2	-0.776602	0.958039	-0.872115	-1.462485	-0.067554	-0.277943
Luc7l3	-0.631109	0.363580	-0.342512	-0.632311	0.781453	-2.110697
Ly6e	10.660868	14.449919	1.113210	0.672080	2.335661	-1.147971
Ly9	0.984932	0.584437	-1.526592	0.672080	1.095517	-1.222201
Lyar	-1.440449	0.263879	-1.405248	-2.451015	-0.120367	-0.382521
Lyn	-1.237590	1.320952	-1.379322	-2.220572	1.014690	-0.258331
Lypla1	0.998737	3.235579	1.954249	-4.121070	-1.271186	-3.271291
Lypla2	-0.545539	1.361151	-2.050624	-2.283757	-2.720908	-1.278013
Lzic	0.984932	3.040419	-0.552366	0.672080	0.064510	-1.383259
M6pr	-1.867576	0.152573	-0.281195	3.550121	-1.950992	-2.464404
Macf1	0.244764	-1.210395	-2.881052	-2.951279	-3.619598	-1.147971
Mad2l1	-0.739232	-2.278275	1.379808	0.672080	-0.471868	1.757936
Magoh	-1.832706	-0.184029	0.688311	-2.412950	-2.600448	-1.577753
Magt1	-3.523140	1.547911	-0.667689	3.397835	-3.104070	-0.940198
Mak16	-0.608544	2.333444	-1.856788	-3.124173	0.064510	-0.228378
Manf	-0.388389	-0.923496	0.365019	-0.335880	-1.811567	-1.360313
Map1s	-1.682180	1.221580	-0.332261	0.580374	-1.321412	-1.147971
Map2k3	-4.023445	1.024000	-0.583267	1.408926	-2.499236	-0.816643
Map4	0.984932	1.221580	1.113210	-2.377671	1.031452	-1.147971
Map4k1	0.077565	1.221580	-3.008272	-2.744589	1.529177	-1.147971
Mapk1	-0.428525	1.841868	0.079287	0.747427	-2.014065	-1.065200
Mapk14	0.984932	-0.794672	-2.262197	0.672080	0.064510	-0.187477
Mapk15	0.984932	5.599010	-0.686062	3.928979	0.064510	-0.267016
Mapkap1	0.984932	1.221580	-3.277493	0.672080	0.064510	-1.147971
Mapre1	-0.110641	1.427658	0.381448	-0.744228	-1.744320	-0.476706
Mapre2	2.914234	-0.350351	1.443782	-0.527018	1.836419	-0.806617
Marcks	0.984932	2.056497	-0.896799	3.335930	0.064510	-0.368879
Marcksl1	-0.070247	1.471274	-1.028057	-1.752201	2.293415	1.832260
Mars	-0.689190	2.105265	0.945247	1.144086	-1.655261	0.119393
Mars2	0.984932	-1.628093	-1.552804	0.672080	0.064510	-0.930612
Mat2a	0.493050	0.684249	-0.539736	4.827972	-1.203721	-2.122494
Mat2b	0.984932	1.181897	-0.571333	3.388669	0.064510	0.086985
Matr3	0.036945	1.671673	-0.601674	1.096930	-1.163856	-1.234500
Mavs	-0.691277	0.918690	-0.954894	-3.738715	0.573528	-0.031764
Mbd3	0.984932	0.461700	-0.767291	0.672080	0.064510	0.280581
Mbnl1	2.815225	0.364716	-0.955472	1.762648	1.944004	-0.926774
Mcf2l	0.200522	1.221580	1.113210	-3.955710	0.068087	-1.147971
Mcm10	0.816458	1.054557	1.113210	-0.480467	0.384400	-1.147971
Mcm2	-0.289177	1.060058	-0.376863	1.049281	-0.596646	-0.525535
Mcm3	-0.616163	1.015396	-0.398745	0.690420	0.089182	-0.585509
Mcm4	-0.521922	1.447082	-0.503452	-0.237973	-1.372778	-0.408441
Mcm5	-1.109833	1.773757	-0.308157	0.819790	-1.931918	-0.435553
Mcm6	-0.618504	1.119926	-0.438585	0.003830	-0.453506	-0.383938
Mcm7	-0.743162	1.313960	-0.492246	1.159421	-0.876712	-0.483849
Mcmbp	0.984932	1.221580	1.113210	-2.011521	0.292649	-1.147971
Mcts1	2.778457	0.047354	-0.651321	-2.499760	4.044358	-1.175357
Mdh1	-0.565891	1.548811	-0.358602	1.157194	-0.880565	-0.473464
Mdh2	0.125666	0.853513	-0.443712	-0.368716	-0.310329	-1.061643
Mdp1	0.984932	0.872204	0.988403	0.672080	0.064510	-0.595058
Me2	0.001488	0.110000	-0.358489	1.499025	-1.545295	-0.431891
Mecr	-0.259352	1.221580	1.113210	0.672080	-2.924501	-1.401022
Mef2c	0.984932	3.544006	0.145380	-1.790619	0.064510	-1.147971
Memo1	0.984932	4.902414	-3.166564	4.970371	0.064510	1.053677
Men1	2.904489	1.221580	1.113210	0.672080	-1.880553	-1.147971
Mepce	0.984932	1.221580	0.759342	0.415946	0.064510	-2.183960
Metap1	0.984932	1.027285	-0.129202	-0.532046	0.064510	-0.730213
Metap2	-2.439136	5.368954	0.237855	1.659453	1.811756	0.790592
Mfap1	-3.147878	1.221580	1.113210	-4.033626	2.331522	-1.147971
Mgea5	-0.204718	2.356550	-1.134111	-2.180821	0.064510	-1.147971
Mical1	0.299359	0.252615	2.765459	0.167917	-2.479914	-5.619605
Mif	0.407907	0.649991	-0.555909	2.688544	-3.289059	-1.242968
Mki67ip	-0.100775	1.971266	-0.322902	0.662606	0.145914	-0.641859
Mlec	-0.670637	0.761676	-0.258698	-1.081737	0.046491	-0.792149
Mmgt1	0.984932	1.221580	-0.424466	0.672080	0.064510	2.387793
Mmtag2	12.035391	9.322305	1.113210	0.672080	2.263433	-1.147971
Mnat1	0.984932	1.221580	10.848334	9.929483	0.064510	-1.147971
Mndal	2.260731	1.598872	-0.168027	0.741244	-2.733858	0.461437
Mob1a	0.984932	3.311913	-0.389146	4.605513	0.064510	0.820993
Mob4	0.984932	0.825127	-1.841024	0.672080	0.064510	-0.411109
Mocs3	-0.729176	0.054360	-0.835903	-7.461969	-1.222506	0.272828
Mogs	-0.078362	0.296547	-0.670852	6.791368	3.881221	0.491379
Morf4l1	-2.406938	1.221580	10.237268	9.829270	-1.655546	-1.147971
Morf4l2	-0.866493	-0.778450	1.113210	-4.124446	2.893022	1.427283
Mov10	0.984932	1.221580	10.058251	9.884127	-5.624808	-1.147971
Mp68	-0.986933	1.203152	1.599815	-3.993302	-1.012404	-1.762897
Mpc2	0.984932	1.762007	-0.434527	3.138808	0.064510	-0.424519
Mpdu1	-0.185780	0.072549	0.721218	4.535415	0.064510	0.847586
Mphosph10	0.984932	2.514318	1.113210	-4.297295	-2.763496	-1.147971
Mrfap1	0.984932	-2.190473	3.748357	0.672080	0.064510	-1.147971
Mri1	-0.427560	1.221580	1.113210	0.672080	-3.251968	-1.147971
Mrpl1	0.984932	-0.151875	-1.012216	-2.422434	0.552863	-0.879382
Mrpl10	0.984932	-1.023291	2.035016	0.672080	0.064510	-2.837966
Mrpl11	0.984932	0.086205	0.580188	3.890442	-2.412776	0.568344
Mrpl12	-1.628838	0.806248	-0.530869	-0.086087	-3.189203	-0.802300
Mrpl15	0.984932	1.522568	-0.460515	1.882055	0.064510	-0.777568
Mrpl22	-0.635360	-0.533728	-0.516020	1.604933	-0.769086	-2.696735
Mrpl23	-2.255772	-0.027340	0.688072	-1.911292	-1.505332	-1.369111
Mrpl39	-2.164542	0.583222	0.594279	0.672080	0.064510	1.707302
Mrpl40	0.984932	1.434531	0.788074	0.672080	0.064510	-0.998263
Mrpl41	0.984932	-0.711759	-0.866611	0.672080	-1.028064	-1.209384
Mrpl46	-0.486164	-1.907621	-4.016732	1.947800	0.220371	-1.223463
Mrpl49	2.312795	-0.032400	0.409337	4.454810	0.064510	-1.480790
Mrpl52	0.984932	0.024844	-0.855510	0.672080	0.064510	-1.604824
Mrps15	0.558583	-0.818175	1.113210	-4.052055	1.503649	-1.147971
Mrps18b	0.099347	1.594297	2.108913	-4.240108	-0.351357	-1.888013
Mrps2	1.650933	0.771641	0.104862	0.582738	2.136077	-0.307897
Mrps21	0.853413	0.946694	-0.857483	3.873571	0.064510	2.338228
Mrps22	-4.612993	-1.430322	0.264518	1.096084	-3.411754	-0.978898
Mrps26	-1.646870	0.768521	0.770978	-0.251755	-0.331024	-1.118921
Mrps27	3.108534	1.247699	0.378521	-0.914782	1.614327	-0.217523
Mrps30	-0.423996	1.103860	1.087317	2.924669	-2.641756	-1.777535
Mrps31	0.984932	-0.970453	-0.379141	0.672080	0.064510	-0.540868
Mrps33	1.230244	0.567545	0.067443	3.018001	0.064510	-0.890836
Mrps34	0.984932	0.580411	-0.402695	4.258743	0.064510	-1.124672
Mrps35	0.984932	0.721089	-0.464652	0.672080	0.064510	-1.402485
Mrps36	0.984932	3.743033	-0.918752	4.883140	0.064510	-0.638411
Mrps5	-1.400201	-0.632656	-1.050298	-3.298065	1.574255	-1.442173
Mrps6	-1.446195	1.472615	-1.597994	0.621671	-3.894068	-0.970879
Mrps7	-0.392429	0.161964	-0.387221	-1.118401	-1.563405	0.099244
Mrps9	0.723932	3.797218	-2.072462	2.765954	3.390961	-1.147971
Mrto4	-2.302824	1.282706	0.044831	-1.269784	-2.372650	-0.586518
Msh2	-1.112048	1.451068	-0.959393	-0.883121	-1.149381	-0.160138
Msh6	-0.745196	1.117307	-0.433968	-0.267325	-2.049986	0.654583
Msi2	0.984932	2.964762	-0.525271	3.213873	0.064510	-1.280993
Msn	-0.776910	1.491102	-0.244010	0.779037	-0.397681	-0.545810
Mst4	-0.963903	0.568382	0.071415	-1.244118	-1.589988	-1.656507
Mta1	1.226529	0.873050	1.208238	0.672080	-0.451049	0.687089
Mta2	-1.251248	1.267399	-1.101626	-1.688175	0.430293	1.053221
Mtap	0.060865	6.721149	-1.084049	-2.262934	-4.219553	-0.632985
Mtatp8	-0.612799	5.056702	-0.024062	-1.402414	3.337810	3.571573
Mtch1	-1.815511	1.221580	-0.833615	3.501593	0.334735	1.667165
Mtch2	0.984932	1.476734	-0.074040	6.682462	-3.475145	-1.694405
Mtco2	-0.128216	1.144675	-0.528156	-0.475323	-3.999078	-0.566596
Mtco3	0.984932	1.221580	0.617532	0.022300	0.199430	-0.825677
Mtdh	-0.583329	0.887554	-0.479447	0.210215	-0.288107	-1.459487
Mthfd1	-0.649339	0.706269	-0.558859	0.368776	-1.059602	-0.841475
Mthfd1l	-0.142242	1.523687	-0.282330	0.823084	-0.294546	-0.716967
Mthfd2	-0.031415	0.343094	-0.458388	0.117876	-0.453979	-1.532745
Mtnd1	0.984932	2.061784	-1.536393	0.672080	0.064510	-0.563345
Mtnd3	-1.002337	-0.177845	1.113210	-2.439063	-0.793940	-1.147971
Mtpn	1.156657	0.832215	-0.014216	1.757598	0.975882	-0.955251
Mtx1	1.998543	1.306894	0.331240	1.590025	0.084050	-0.168396
Mtx2	-1.846264	-0.932781	1.464620	-2.244901	8.198986	-2.325073
Mut	-1.113921	1.010760	-1.455020	5.107378	2.605963	-1.359465
Mybbp1a	-0.264994	0.698660	0.088591	-0.876781	-0.406171	-1.437129
Mycbp	0.984932	4.751718	-0.516165	-3.805379	-1.572191	0.072985
Myef2	1.681445	2.507958	0.394780	0.973560	0.064510	-0.496052
Myg1	0.984932	6.945133	0.297291	2.457156	0.064510	1.130561
Myh9	-0.557680	1.032174	-0.315225	-0.181823	-0.709405	-0.986236
Myl12b	-1.641617	0.673286	-0.432430	0.509903	-2.636232	-1.093091
Myl4	-0.162856	2.423894	-1.063626	1.765948	0.993802	3.456341
Myl6	-0.626152	0.388218	-0.311682	0.398533	-1.052844	-1.732931
Myo10	0.415386	4.543010	1.113210	0.243560	0.064510	-1.147971
Myo1c	-2.202301	0.396371	-0.332254	-0.372785	-0.944603	0.059265
Myo1g	2.138275	3.315066	-0.722818	4.677363	0.064510	2.366689
Mzb1	-0.737208	-1.598346	-0.395075	0.305675	-1.324378	-2.319736
Mzt2	0.984932	-0.051302	-1.062623	0.672080	0.064510	-3.085465
Naa10	-0.655688	2.142999	-0.877964	-0.573384	-3.278094	-0.784818
Naa15	-1.728766	1.431829	-0.769321	-0.153080	-3.494136	-1.006504
Naa25	0.984932	0.836155	10.082784	10.078511	0.064510	-1.679443
Naa38	0.552629	1.948617	-1.218865	4.649471	0.064510	-1.569110
Naa40	0.984932	1.763079	-1.139540	3.903851	0.064510	0.723770
Naa50	-2.608127	1.211649	-0.953042	3.127958	-3.168405	-1.554378
Naca	0.087109	1.438078	-0.143568	0.999877	-1.373054	-2.134352
Nae1	0.984932	3.650952	1.113210	0.672080	-1.552454	-1.147971
Naf1	0.984932	2.967448	-1.569384	0.672080	0.064510	-1.454213
Nampt	10.742516	11.333897	1.650179	0.672080	0.064510	0.023563
Nap1l1	1.327476	-0.265738	-0.313956	1.831198	-1.699934	-1.335928
Nap1l4	-0.029496	1.031587	-0.432223	-1.659436	-1.511152	-0.598996
Napa	-0.113895	-0.113423	1.180070	-2.865713	-0.535173	0.358690
Napsa	0.984932	-0.183273	-0.000766	4.959568	0.064510	-0.243767
Nars	-0.965302	1.889440	-0.190544	-0.611974	-1.404170	-0.707263
Nasp	-0.906747	0.251933	-0.426502	-2.071413	-1.077608	-0.916488
Nat10	-1.170750	1.035762	-1.103427	0.563956	-1.678889	-1.213459
Nbea	-0.015625	6.317499	-0.682802	-8.244408	-0.285022	-0.343228
Ncapd2	-0.778264	3.398673	-0.950237	-1.407340	0.358343	-1.685226
Ncaph	0.220858	1.954464	-0.508257	-2.686087	1.114665	0.831455
Ncbp1	0.137235	1.255778	-0.271405	-1.439580	0.433217	-0.837261
Ncbp2	-0.862206	1.924981	-0.652411	-3.035895	-2.357059	0.130767
Ncl	-0.039661	0.636574	-0.164505	-0.059494	-0.680727	-1.121906
Ncln	0.909009	1.221580	-2.319522	-4.300890	3.500497	-0.013063
Ncoa5	-0.523567	1.189242	0.310863	-2.344255	-1.147603	0.028740
Ncstn	0.984932	1.987249	-3.400920	4.802146	-0.452750	-0.603163
Ndc1	2.217541	1.731585	-1.210486	2.809980	-1.264786	-1.141084
Nde1	4.128014	1.221580	-0.943428	-4.748062	4.745741	-1.147971
Ndnl2	2.816203	0.603173	0.373074	-1.044285	-0.344778	-1.147971
Ndrg1	4.376240	3.858266	1.113210	-4.695619	3.321219	-1.147971
Ndrg3	2.755110	1.221580	1.113210	-2.371894	1.238891	-1.147971
Ndufa10	-0.478368	0.865888	-0.957439	-4.203772	-0.894490	-0.162971
Ndufa12	-0.924382	0.701303	-0.197047	1.953565	-4.027054	-0.761111
Ndufa13	-0.541788	-0.833972	-0.355906	2.652089	-2.854795	-0.626352
Ndufa2	-0.463735	1.939126	-0.534504	0.309702	0.322087	-0.331249
Ndufa3	-0.470019	3.002288	-1.350700	-0.524930	-1.869501	-3.721356
Ndufa4	-0.517575	0.544032	-0.266456	3.504357	0.774605	-0.293193
Ndufa5	0.549602	-1.003368	-2.155678	-4.749050	1.384721	-4.433766
Ndufa6	0.984932	-1.341228	2.898106	3.182632	0.332480	-0.170208
Ndufa7	0.300664	1.904253	-2.298431	0.330872	1.066825	0.525179
Ndufa8	-0.080638	0.005977	-0.521529	1.278437	-4.220992	-0.597700
Ndufa9	0.984932	1.907577	-0.889015	4.871372	0.064510	-0.545211
Ndufab1	0.129191	1.221580	4.294161	-1.475064	0.064510	-1.474296
Ndufaf2	-0.034520	0.929916	-0.001749	-2.454378	0.792353	-1.657538
Ndufb10	-0.331656	1.604107	-0.130333	1.643268	-0.825450	-1.206947
Ndufb11	-0.171373	-0.348058	-0.827983	-3.407692	1.134285	-0.895787
Ndufb3	-0.129456	-0.811791	1.113210	-3.071646	-1.524274	-1.147971
Ndufb4	-3.661477	-0.071042	-0.173440	3.790546	-1.866055	-0.800131
Ndufb6	0.984932	-1.149845	-0.458482	-2.438819	0.064510	-1.071107
Ndufb7	-1.367898	1.221580	1.113210	4.545236	-0.475495	-1.147971
Ndufb8	-3.106487	1.411292	-0.386355	6.307829	-1.225848	-0.144425
Ndufb9	-2.785435	0.840433	-0.658320	7.316845	-4.132990	-4.407105
Ndufc2	0.984932	3.684438	-2.619747	5.211326	0.064510	-0.755181
Ndufs1	-0.151730	0.943053	-0.495314	1.111231	-0.421666	-0.469631
Ndufs2	-1.348072	1.970949	-0.430513	-1.161166	-0.591216	-0.602577
Ndufs3	-1.237461	1.139911	-0.292025	2.429370	-2.600391	-1.696869
Ndufs4	-0.277104	5.009105	0.475886	-0.216521	0.064510	-1.878790
Ndufs6	-2.145955	-2.579096	3.446805	-0.548966	-0.820368	3.198779
Ndufs7	0.523743	2.148147	-0.922566	-3.385720	-0.249389	-1.821530
Ndufs8	-0.028203	0.804144	-2.617203	3.708232	-3.632437	-0.069634
Ndufv1	-1.380639	1.180735	-1.801283	1.110231	-2.263074	-0.983828
Ndufv2	-0.713027	1.390563	0.451494	0.623071	-3.509516	-0.550854
Ndufv3	1.166930	1.394088	0.125995	-4.253333	1.074425	-1.589278
Nedd4	0.379428	0.690921	0.251191	-2.006447	-2.647269	-1.097523
Nedd8	0.984932	5.902499	-1.401149	5.255483	0.064510	1.964745
Nelfb	4.543737	1.221580	1.113210	0.672080	-0.194069	-1.147971
Nelfcd	0.984932	2.816112	1.209163	0.672080	0.064510	-2.096145
Nelfe	0.984932	1.221580	10.646805	9.904238	-0.981366	-1.147971
Nemf	0.984932	3.510631	4.922702	0.672080	-2.080996	-1.147971
Nfu1	0.035652	3.165480	0.755313	3.433669	-1.476155	-1.147971
Nfya	0.984932	1.225173	0.731884	0.672080	0.064510	1.269491
Ngdn	0.984932	2.309705	-1.172174	0.672080	0.064510	-1.858671
Nhp2	-1.214291	0.250888	-0.518912	-2.963539	0.487648	-1.984503
Nhp2l1	-0.481213	-0.006688	-0.091350	0.973501	-0.075298	-1.055592
Nip7	0.715843	3.276479	-2.163893	4.613077	-1.347233	-2.344989
Nipsnap1	-0.153566	2.034326	-3.513543	-0.552105	0.064510	3.317268
Nipsnap3b	0.984932	0.264058	-0.183610	0.672080	0.064510	-1.970638
Nit2	2.530097	1.221580	1.113210	0.672080	-1.887747	-1.147971
Nkx3-2	-0.832704	0.886709	5.089852	-3.849721	0.499671	-1.225805
Nle1	-6.485769	1.221580	10.746930	9.301385	-1.245449	-1.147971
Nme1	0.819138	1.942887	-0.162197	-1.140133	-0.469317	0.049594
Nme2	-0.198770	1.310039	-0.465603	0.235663	-1.368878	-1.676258
Nmral1	-0.253237	0.980714	-0.528773	2.100703	0.064510	1.168080
Nmt1	0.327970	2.546162	-0.727049	1.265204	1.763725	0.484019
Nnt	-0.265244	1.850083	-0.399995	0.490408	0.387027	-0.591288
Nob1	-1.704215	5.071086	-0.014344	4.194775	0.064510	0.173952
Noc2l	-1.101437	-0.491196	-1.405803	-3.181905	-0.015680	-3.481240
Noc3l	-2.879763	2.106901	-2.389157	1.223681	0.064510	0.881084
Nol10	4.796077	-1.316830	0.133901	0.896010	-0.346903	-1.210069
Nol11	-1.183318	0.821612	-1.504752	-4.120186	-0.961035	0.581337
Nol6	2.619975	-0.049431	-0.025521	3.353833	0.064510	-3.505381
Nol7	0.984932	4.643578	-3.897899	0.672080	0.064510	-1.147971
Nol8	0.852273	1.221580	1.113210	-2.383802	-0.442812	-1.147971
Nomo1	-0.847318	0.363077	1.201833	-3.601260	0.296046	2.934029
Nono	-0.132525	0.778090	-0.436725	1.443718	-0.079474	-1.044380
Nop10	0.984932	-0.132283	-0.469467	4.241908	0.064510	-4.706990
Nop14	0.984932	3.010705	-0.897381	0.672080	0.064510	-0.344806
Nop16	-2.055014	1.744120	0.538176	1.242501	-4.573959	-0.715203
Nop2	-0.498452	1.105480	0.127241	-0.453919	-1.122082	-1.672712
Nop56	-0.212772	0.712718	-0.590673	0.672015	-0.708697	-1.004849
Nop58	-0.701330	0.650691	-0.163585	-0.223840	-1.073731	-0.563296
Nop9	0.984932	1.265266	-0.756937	0.672080	0.064510	-0.268237
Nosip	0.984932	1.221580	1.113210	0.672080	-0.311017	-1.147971
Npat	-0.063352	1.221580	10.326938	9.615521	0.064510	-1.147971
Npc2	-0.227915	6.181645	1.113210	3.082889	2.274827	-1.147971
Npepps	0.984932	0.995505	-0.678251	3.480119	2.489541	0.999044
Nploc4	0.984932	0.120934	-0.554673	0.672080	0.064510	0.039336
Npm1	-0.267507	0.558323	-0.239378	-1.125750	-0.162152	-1.290367
Npm3	0.655217	0.862086	-0.893875	1.665360	0.753096	-2.049860
Nr3c1	0.770632	2.233674	1.113210	-3.549177	0.432237	-1.147971
Nrd1	3.093775	1.221580	1.113210	-3.516115	-0.351613	-1.147971
Nsa2	1.205511	2.381345	1.113210	-1.594155	2.348195	-1.147971
Nsdhl	-1.685335	-0.376813	0.833978	-4.790894	0.143478	-2.119443
Nsf	-1.576353	-0.753442	-1.055840	-1.147796	-0.975841	-0.524343
Nsfl1c	-0.175243	-0.300344	-0.579274	0.936668	-2.772134	-1.320883
Nsmce2	0.984932	2.803526	-2.667792	0.672080	0.064510	-1.147971
Nsun2	-0.786758	1.079427	-0.549981	-0.866592	-0.799718	-1.306341
Nt5c	0.984932	3.978339	-0.730740	4.882699	0.064510	2.512739
Nt5c2	-0.029227	0.388188	0.541549	-0.561535	-0.750802	-0.270450
Nt5c3b	1.336458	0.694198	2.097817	0.672080	0.064510	-1.535681
Ntpcr	0.984932	2.305971	0.085714	0.672080	0.064510	-1.607946
Nub1	-0.222416	1.221580	1.621220	0.690471	2.165813	-1.147971
Nubp1	2.201781	1.221580	1.113210	0.672080	-1.817165	-1.147971
Nubp2	0.984932	-0.133826	-0.619725	2.886200	0.064510	-0.782267
Nucb1	-1.070457	0.845418	-0.498150	-3.044057	-0.998733	-1.442165
Nucks1	0.886759	-0.363223	-1.704897	-3.986814	0.959655	0.508464
Nudc	0.062101	1.824336	-0.973045	-2.181528	-0.365894	-1.184118
Nudcd2	-0.834292	1.362527	-0.742791	-2.325519	-0.686429	-2.502957
Nudt21	-0.349199	0.210882	-1.753245	6.772989	-3.524253	-0.799737
Nudt5	-0.589407	0.542436	-0.502289	3.910553	-2.255354	-1.365232
Nufip2	-0.006912	1.221580	1.113210	-3.847803	-1.016828	-1.147971
Nup107	-3.044404	-1.086590	0.060376	-2.007056	-1.412130	-2.953824
Nup133	-0.183996	0.905259	-0.536064	-3.488051	0.351433	-1.491382
Nup155	-1.163874	0.858645	-0.198281	-1.459509	-1.273077	-1.788619
Nup160	-0.206579	-0.484757	0.059755	-4.377276	1.435205	-0.476653
Nup188	0.984932	1.607266	-1.192877	-2.017563	0.064510	-1.724271
Nup210	-0.358473	0.612565	-0.512247	0.458348	-1.015165	-1.020404
Nup214	-1.281014	2.165568	-0.695377	-1.337019	1.920992	-1.845630
Nup35	-1.052014	1.112859	0.179951	-2.578311	1.956189	-0.756171
Nup43	-1.279383	4.431619	-1.240133	-0.438115	0.064510	-3.179876
Nup50	-1.528663	2.395894	-0.995864	-3.799410	-3.948389	-2.483825
Nup54	-0.047167	0.633025	0.832069	3.199316	-1.271563	0.281841
Nup62	-1.457472	1.015550	-1.009341	-0.833692	-0.867496	-1.930021
Nup85	0.700645	-3.598524	3.229716	-1.313323	1.325864	-1.553142
Nup88	0.807533	1.221580	1.113210	0.672080	-3.215703	-1.147971
Nup93	-0.863842	0.179251	-0.644504	0.324488	-2.220335	-0.813506
Nup98	-0.924772	-2.545185	1.333585	-8.614990	-3.150972	-1.434005
Nusap1	0.984932	1.221580	1.113210	-3.423091	0.491732	-1.147971
Nutf2	1.254088	-0.174852	0.000828	-1.791881	-1.927411	-0.981599
Nvl	-1.457135	-4.194129	0.468031	-1.861967	0.201096	0.406730
Nxf1	0.183432	1.850486	-0.666791	-4.738537	0.061574	-0.511168
Oat	-0.387133	0.238604	-0.236694	-2.143125	-0.623884	-1.376520
Ociad1	0.984932	0.449873	0.241632	2.110275	0.064510	-0.104433
Odf2	-1.477419	1.221580	1.113210	0.672080	0.064510	-1.147971
Odf2l	-6.434475	1.221580	1.113210	0.672080	5.463921	-1.147971
Ogdh	-0.902473	1.657645	-0.511689	0.186832	0.824953	-1.116338
Ogt	0.190257	1.221580	1.113210	-3.835718	2.665327	-1.147971
Ola1	-0.253762	1.309702	-1.157734	-1.200181	-0.157348	-1.126120
Opa1	-1.499310	-2.022791	-0.840448	-4.720177	2.150809	-1.618514
Optn	2.888338	3.260112	-1.111503	0.672080	0.064510	-1.398136
Ormdl2	-2.371841	3.701146	1.113210	0.672080	-1.151697	-1.147971
Os9	0.447732	1.221580	10.934861	10.067354	0.064510	-1.147971
Osbp	0.984932	3.320375	1.113210	-2.921246	0.041417	-1.147971
Ostf1	0.897612	-1.365981	0.972041	-1.764530	0.783549	-0.106418
Otub1	0.124901	1.234731	-1.481491	-0.114267	0.025205	1.082111
Ovos	-1.923176	1.221580	-1.128505	0.672080	-2.626757	-1.147971
Oxa1l	-0.709872	1.221580	1.113210	-3.876742	0.064510	-2.219086
Oxct1	0.505275	1.511183	-0.603985	-0.442863	-1.256786	-0.772613
Oxsr1	3.014577	2.332298	-0.227906	-5.208741	3.538769	0.698447
P4ha1	0.984932	3.500337	-2.882539	0.672080	0.064510	-1.147971
P4hb	-0.538901	0.735321	0.098516	-0.667955	-0.410959	-1.083062
Pa2g4	-0.359878	1.089291	-0.361215	-0.226308	-0.836905	-1.347494
Pabpc1	-0.485208	1.083367	-0.073923	1.089502	-2.259638	-1.629976
Pabpn1	0.182941	0.342153	-1.079629	-0.167412	0.032354	-1.778681
Pacsin2	3.278242	1.221580	1.113210	-2.237965	0.143165	-1.147971
Paf	3.911624	1.221580	2.141371	-4.527948	4.113400	-1.147971
Paf1	-0.463846	-0.211582	1.113210	-5.878663	-3.636819	-1.147971
Pafah1b1	-0.234427	-0.285178	0.768220	0.278478	-0.660371	3.239943
Pafah1b2	-1.254025	5.838073	0.222060	0.672080	-3.054697	-2.534395
Paics	0.082313	1.092859	-0.250760	0.174674	-0.174707	-1.787671
Paip1	3.138468	1.221580	1.113210	-3.877618	0.064510	-1.147971
Pak1ip1	0.723753	1.781260	1.113210	-3.685492	1.502160	-1.147971
Pak2	0.727170	1.582027	-1.560379	-1.887692	-1.332219	-0.786066
Palm3	0.413994	1.221580	1.113210	2.351274	-1.237809	-1.147971
Pamr1	-0.540055	0.537133	-0.327465	-3.058253	-0.425290	-0.205260
Panx1	0.984932	1.221580	-0.811524	0.672080	0.064510	-1.780787
Paox	0.675965	1.221580	1.113210	0.672080	-2.098675	-1.147971
Park7	-0.951225	1.286105	-0.411006	0.362739	-2.793201	-1.479491
Parp1	-2.043637	0.380623	-0.147551	0.988414	-0.850044	-0.506775
Parvg	-0.644218	-3.281979	-1.262163	-2.093655	-0.145487	-0.759163
Pax5	-0.295500	0.249983	-0.285041	0.548517	-0.446987	-0.826278
Pbdc1	0.984932	4.833618	-0.137508	2.794139	-2.458893	1.839971
Pbk	-0.884831	3.333024	-0.537786	0.672080	-0.725216	0.628590
Pbrm1	-2.066490	-1.446506	-1.407259	2.153391	0.064510	0.234373
Pc	0.097206	-0.044670	-2.116876	-5.248307	-0.239263	-0.807586
Pcbp1	-0.014558	0.960489	-0.347944	-0.506457	-0.208472	-0.616905
Pcbp2	0.383890	0.945361	0.171080	0.933689	-0.318428	-1.071358
Pcca	3.127527	1.480139	0.493132	-2.911715	-0.562858	0.816502
Pccb	-1.984171	4.631103	-2.186532	-0.272777	-0.787373	1.400624
Pcid2	-0.605441	-0.738293	-0.715115	0.672080	0.064510	-1.723283
Pck2	0.050442	1.236772	-0.539620	0.206195	-1.286937	-0.519824
Pcm1	2.709369	1.221580	1.113210	-3.265919	0.064510	-1.147971
Pcmt1	-1.352169	0.378091	-3.202117	-2.599289	-1.745228	-2.832569
Pcna	-0.231846	0.836603	-0.328336	-0.311795	-1.657588	-1.544893
Pcnp	-0.339313	-0.396348	-3.528298	-6.057742	0.516712	-0.421707
