#Gene name	I/C_0h	I/C_2h	I/C_6h	I/C_12h	I/C_18h	I/C_24h
ENSMUSG00000086041	-1.120568	-0.217550	-0.559937	-0.413552	-0.215895	0.038636
ENSMUSG00000086044	-0.872745	0.313925	-0.272832	0.678717	-0.204402	0.317466
ENSMUSG00000086047	0.393605	0.194663	0.150638	-0.415204	-0.056010	-0.386852
ENSMUSG00000086050	0.449016	0.116048	0.312654	-0.230058	-0.319476	-0.002314
ENSMUSG00000086054	-0.213314	-0.019560	-0.330072	-0.080945	-0.248154	-0.365558
ENSMUSG00000086056	-0.986745	-0.221887	0.214112	0.731864	0.098520	-0.126326
ENSMUSG00000086060	-0.780864	-1.294374	-0.743170	-1.290510	-1.187835	-0.163452
ENSMUSG00000086061	-0.556312	0.261283	-0.372605	-0.034363	0.197734	-0.079919
ENSMUSG00000086063	0.270064	0.132617	-0.025591	-0.149824	0.514568	0.170660
ENSMUSG00000086066	-0.876509	0.092518	-0.449199	0.917982	-0.191672	-0.605002
ENSMUSG00000086067	-0.075919	-0.194715	-0.410802	-0.376535	0.009042	0.024998
ENSMUSG00000086069	0.497675	-0.024768	0.183115	-0.123905	0.096079	-0.165127
ENSMUSG00000086074	-0.044474	0.172314	-0.084663	-0.009782	-0.127026	0.023839
ENSMUSG00000086075	0.386151	0.055302	0.081959	-0.435678	-0.037064	-0.226222
ENSMUSG00000086076	-0.325762	-0.082173	-0.115632	-0.326207	-0.122400	-0.273004
ENSMUSG00000086078	-0.201726	0.032273	-0.251568	0.128568	0.241380	-0.320564
ENSMUSG00000086080	-0.880233	0.583250	0.052638	-0.022681	0.131390	-0.119444
ENSMUSG00000086083	0.512576	0.132018	0.382469	-0.398688	-0.068971	-0.236968
ENSMUSG00000086092	0.096645	0.021064	0.295840	0.131458	0.223049	0.307934
ENSMUSG00000086095	0.762478	0.308294	0.837796	0.588396	0.782740	0.782186
ENSMUSG00000086098	-0.379160	-0.404563	-0.120832	1.001626	0.381178	0.367253
ENSMUSG00000086105	0.624820	0.086740	0.695485	0.222125	0.520886	-0.045205
ENSMUSG00000086108	0.099992	0.007340	0.823950	0.414921	0.408044	0.259845
ENSMUSG00000086109	-0.636093	0.433513	-0.104910	0.589258	0.202923	0.676470
ENSMUSG00000086111	0.406050	0.316994	0.350777	0.455846	0.412376	0.342789
ENSMUSG00000086117	0.189473	-0.177849	-0.061463	-0.174154	-0.391340	-0.370289
ENSMUSG00000086119	-0.068734	-0.185610	-0.127457	0.730087	-0.034239	0.048902
ENSMUSG00000086127	0.228307	-0.034842	0.036773	-0.498484	0.241568	-0.090697
ENSMUSG00000086132	-0.892757	-0.069133	-0.579238	-0.012754	0.064238	-0.254808
ENSMUSG00000086135	0.145666	0.603626	0.405810	0.199419	0.250202	1.045114
ENSMUSG00000086141	0.210114	0.400436	0.683716	1.482763	0.736778	0.743977
ENSMUSG00000086144	0.413771	0.052734	0.411043	-0.165390	0.030727	-0.030184
ENSMUSG00000086146	0.086994	-0.244467	-0.652879	-0.675104	-0.499846	-0.594668
ENSMUSG00000086150	-0.372801	-0.208367	0.072723	0.153326	0.152060	-0.014153
ENSMUSG00000086152	0.174987	0.063553	-0.008569	-0.070227	-0.492235	0.089239
ENSMUSG00000086153	0.071945	-0.184649	0.043890	0.081954	-0.227791	-0.168942
ENSMUSG00000086154	-0.090043	-0.219060	-0.276122	-0.407368	-0.387072	-0.379818
ENSMUSG00000086155	-0.114574	0.235538	0.220315	0.626921	0.319229	0.628826
ENSMUSG00000086156	-0.582356	1.523653	0.838420	1.711339	1.172086	1.940384
ENSMUSG00000086158	0.078174	-0.005162	0.046035	-0.118751	0.323642	0.155764
ENSMUSG00000086159	0.150210	-0.708057	-0.613143	-0.410287	-1.139172	-1.016599
ENSMUSG00000086160	-0.370622	0.084176	-0.444787	-0.208249	-0.427714	-0.465860
ENSMUSG00000086162	-0.419046	-0.188592	-0.886485	-0.081228	0.195667	-0.251458
ENSMUSG00000086163	-0.480641	0.194307	-0.343955	-0.376601	-0.131765	-0.115681
ENSMUSG00000086164	-1.273736	-0.251568	-0.329361	0.786733	0.168539	0.734005
ENSMUSG00000086166	-1.160309	-0.935845	0.385159	0.015260	-0.464279	0.175642
ENSMUSG00000086167	0.174321	-0.579582	-0.032757	-0.173520	-0.149641	0.632067
ENSMUSG00000086171	-0.336545	0.332521	0.181880	0.316579	0.084830	-0.305650
ENSMUSG00000086173	0.283977	-0.051005	-0.151846	-0.400558	-0.441388	-0.273604
ENSMUSG00000086174	-0.358886	-0.378706	-0.312643	-0.484539	-0.266452	0.136631
ENSMUSG00000086175	-0.392409	0.646694	0.391334	1.231359	-0.158224	1.189562
ENSMUSG00000086177	0.715730	1.006381	0.729572	0.528481	0.512289	0.080295
ENSMUSG00000086181	-0.511749	1.011143	0.600267	0.684320	0.278009	0.158210
ENSMUSG00000086184	0.574094	0.362120	0.080365	-0.668725	-0.008601	-0.541116
ENSMUSG00000086191	0.578064	0.091139	0.291985	-0.257043	-0.091425	-0.687271
ENSMUSG00000086193	0.319354	-0.239892	0.137284	0.218748	-0.004855	-0.001204
ENSMUSG00000086199	0.227361	-0.068372	-0.210248	0.004723	-0.153105	-0.248854
ENSMUSG00000086202	0.870790	0.941118	1.061238	1.432950	0.821316	1.811697
ENSMUSG00000086203	0.410628	0.179415	0.152388	0.263281	0.556000	-0.012852
ENSMUSG00000086205	0.134671	-0.190246	-0.209502	-0.297508	-0.393153	-0.593301
ENSMUSG00000086206	0.211059	0.045448	0.245629	-0.271497	-0.244497	-0.321590
ENSMUSG00000086209	-0.097011	0.064521	0.406035	0.788185	0.598275	0.717092
ENSMUSG00000086212	0.197871	0.371758	0.051673	-0.096334	-0.089289	-0.272559
ENSMUSG00000086213	-0.257955	-0.316806	-0.307690	0.042336	0.105602	-0.008559
ENSMUSG00000086216	-0.119742	0.122774	0.044063	-0.010123	-0.031435	-0.143464
ENSMUSG00000086220	0.459865	0.804350	0.982670	0.452475	0.729554	0.740883
ENSMUSG00000086221	-0.188296	-0.432929	-0.565497	-0.957571	-0.505663	-0.825496
ENSMUSG00000086222	-0.379919	0.624770	-0.093740	1.267710	1.595088	0.113973
ENSMUSG00000086227	-0.709463	-0.770304	-0.196413	0.702245	0.336653	0.195262
ENSMUSG00000086228	-0.311760	-0.431158	-0.315872	-0.366666	1.046760	-0.133472
ENSMUSG00000086232	-0.182272	-0.014531	0.503336	0.349357	0.108612	0.776750
ENSMUSG00000086236	0.078432	-0.020060	-0.048372	-0.122618	0.026806	0.135799
ENSMUSG00000086237	0.798238	0.105428	0.409641	-0.015040	0.502128	-0.121078
ENSMUSG00000086238	-0.783132	0.104803	0.172320	0.088660	0.389331	0.056946
ENSMUSG00000086243	-0.700425	-0.053306	-0.463613	0.243800	-0.280747	-0.131027
ENSMUSG00000086245	0.194602	-0.214354	-0.233174	-0.456325	-0.339558	-0.543022
ENSMUSG00000086247	0.736591	0.121741	0.352109	-0.115926	0.414922	-0.057776
ENSMUSG00000086250	-0.200949	-0.098248	-0.109747	0.530043	0.660099	0.423048
ENSMUSG00000086251	0.139650	-0.197871	0.225643	0.084852	-0.060939	0.104786
ENSMUSG00000086255	-0.373433	-0.298339	-0.199075	-0.325214	-0.400830	-0.506020
ENSMUSG00000086256	0.016723	-0.007508	-0.106142	0.112935	0.618902	-0.225743
ENSMUSG00000086263	0.713463	0.687595	-0.197988	0.417772	0.995007	0.755367
ENSMUSG00000086264	-0.097421	-0.079925	0.065871	-0.083915	-0.040169	0.167546
ENSMUSG00000086266	-0.447571	0.209447	-0.432462	-0.026097	-0.635828	-0.528096
ENSMUSG00000086267	-0.472385	-0.456985	-0.070269	0.208453	0.132989	0.910054
ENSMUSG00000086269	-0.824193	0.029238	-0.076333	-0.145907	-0.568107	0.208973
ENSMUSG00000086272	-0.998979	-0.248071	-0.246659	-0.290098	-0.289279	-0.780870
ENSMUSG00000086273	-0.718671	-0.160971	-0.081806	0.637471	0.108756	0.961257
ENSMUSG00000086277	-0.178811	0.048072	-0.064103	0.427660	-0.222545	-0.185173
ENSMUSG00000086279	2.088861	0.585938	0.805896	-0.176439	0.362536	0.119432
ENSMUSG00000086283	-1.473067	-0.011164	-0.735791	0.017019	0.878397	0.191288
ENSMUSG00000086287	0.106925	0.578789	0.236830	0.551183	0.367675	0.269510
ENSMUSG00000086289	-0.048445	-0.199431	-0.724446	-0.429291	-0.806517	-0.535161
ENSMUSG00000086290	0.102848	-0.063073	-0.182182	-0.291378	0.033247	-0.006627
ENSMUSG00000086296	-0.213305	-0.130693	-0.241114	0.043993	-0.221109	-0.330483
ENSMUSG00000086302	-0.417577	0.219078	0.876409	-1.068971	-0.029118	-0.476980
ENSMUSG00000086306	0.133692	-0.387261	-0.029308	-0.336342	-0.219037	-0.588993
ENSMUSG00000086310	-0.444702	0.050675	0.000580	0.144728	0.033446	0.048968
ENSMUSG00000086312	-0.095037	0.019920	-0.121492	-0.532285	-0.463837	-0.501460
ENSMUSG00000086315	0.398907	0.005574	0.426276	0.608641	0.331885	0.536377
ENSMUSG00000086319	-0.784114	0.324836	-0.012020	0.702056	0.289629	0.675927
ENSMUSG00000086320	-0.625932	0.110043	-0.347909	0.176637	0.040448	0.001423
ENSMUSG00000086321	-1.246927	-0.431902	-0.122247	-0.088139	0.183298	-0.119814
ENSMUSG00000086322	0.761551	0.203026	0.391467	-0.042393	0.057399	-0.135970
ENSMUSG00000086324	0.537161	0.178644	0.545363	-0.137233	0.289774	0.207918
ENSMUSG00000086327	0.025925	-0.010410	-0.241114	0.402579	0.016037	0.217085
ENSMUSG00000086330	-0.814735	0.043241	-0.546411	-0.105796	-0.420813	-0.238262
ENSMUSG00000086332	0.397372	1.042269	0.714476	0.733239	0.856900	1.635672
ENSMUSG00000086336	0.449865	0.128725	0.248008	-0.092725	-0.142200	0.021962
ENSMUSG00000086340	1.193457	0.081793	0.105729	-0.443386	0.071550	0.055910
ENSMUSG00000086342	0.740144	1.075687	0.907823	0.176628	0.427625	0.181998
ENSMUSG00000086346	-0.476309	0.079709	-0.393734	0.086842	-0.161017	0.319057
ENSMUSG00000086348	-0.008355	-0.277461	-0.162371	-0.362847	-0.121980	-0.491381
ENSMUSG00000086350	0.556202	0.005536	0.297464	-0.442305	0.087685	-0.354258
ENSMUSG00000086352	0.069126	-0.205998	0.164303	-0.028172	0.026462	0.147983
ENSMUSG00000086356	0.237012	0.016369	-0.044605	-0.230691	0.149517	-0.335798
ENSMUSG00000086358	-0.303640	0.652151	0.699450	1.485739	0.892475	1.391153
ENSMUSG00000086359	0.131792	0.292450	0.059824	0.283208	0.682016	0.356936
ENSMUSG00000086360	-2.549565	-0.352213	0.364088	1.040311	0.869852	1.128903
ENSMUSG00000086366	0.440030	-0.002149	-0.090730	0.810843	0.255680	0.541193
ENSMUSG00000086368	0.103291	-0.278834	-0.007276	0.005536	0.069694	-0.377327
ENSMUSG00000086369	0.411135	-0.433260	-0.098982	-0.455632	0.101170	-0.169392
ENSMUSG00000086370	-0.104335	0.058212	-0.027567	-0.094016	-0.030541	-0.109294
ENSMUSG00000086373	-1.043204	-0.148735	-0.631573	0.530715	-0.197546	0.355606
ENSMUSG00000086376	0.375552	0.180711	0.615769	0.374017	0.316820	0.177688
ENSMUSG00000086379	-0.537119	0.190875	-0.299270	0.490787	0.334045	0.299293
ENSMUSG00000086380	-0.930914	0.367289	-0.009512	-0.146064	0.045757	-0.088361
ENSMUSG00000086382	-0.140533	0.388610	-0.180388	-0.341272	-0.568674	-0.182168
ENSMUSG00000086386	0.031754	0.443345	0.582339	0.873956	0.842475	0.810492
ENSMUSG00000086387	0.135226	0.347865	-0.118865	0.457385	0.129276	0.925855
ENSMUSG00000086389	0.602456	-0.094496	-0.053366	-0.356305	-0.499255	-0.477985
ENSMUSG00000086390	-0.573080	-0.110992	-0.267964	-0.055461	-0.457316	-0.370444
ENSMUSG00000086391	0.219733	0.186758	0.320208	0.040112	0.202086	0.183627
ENSMUSG00000086392	-0.060193	-0.004470	-0.082845	-0.611932	0.087286	-0.224967
ENSMUSG00000086395	0.424191	0.729626	0.031756	0.917396	0.596396	0.594933
ENSMUSG00000086396	0.551810	0.046331	0.460765	-0.423875	-0.036203	-0.232914
ENSMUSG00000086399	-0.403885	0.163632	-0.265119	0.677349	0.229318	0.502395
ENSMUSG00000086401	0.283333	-0.106432	-0.011798	-0.346785	0.237068	0.100047
ENSMUSG00000086404	0.397416	-0.093566	-0.026545	-0.248573	0.273961	0.314040
ENSMUSG00000086405	-1.122655	1.081418	-0.125239	2.165695	0.696777	0.868233
ENSMUSG00000086407	-0.011911	0.239574	-0.076669	0.289496	-0.041518	0.126254
ENSMUSG00000086411	-1.101265	-0.185903	-0.696625	-0.135134	-0.702251	-0.237932
ENSMUSG00000086414	-0.651812	-0.430479	1.031850	2.527014	1.919253	1.835254
ENSMUSG00000086416	-0.646771	0.569603	-0.338735	0.239472	-0.236932	0.135221
ENSMUSG00000086417	-0.165030	-0.114876	0.110677	0.113460	0.055975	0.142364
ENSMUSG00000086422	-0.005482	0.176173	0.044652	0.895806	-0.056647	0.014121
ENSMUSG00000086424	0.687038	0.019805	-0.575690	-0.234672	-0.298248	0.273653
ENSMUSG00000086427	-0.358679	0.262707	-0.311132	-0.088826	-0.195452	0.162015
ENSMUSG00000086429	0.837125	-0.414953	0.050525	-0.608204	-0.358529	-0.498838
ENSMUSG00000086437	0.428670	1.047932	-0.087727	0.164940	-0.366060	-0.347846
ENSMUSG00000086438	-0.764416	0.364507	0.239833	-0.163714	0.200192	0.142925
ENSMUSG00000086439	-0.389929	0.112170	-0.028098	0.734835	0.106242	0.705431
ENSMUSG00000086441	-0.684935	-1.113217	0.604347	0.782089	-0.159545	0.707720
ENSMUSG00000086445	0.269215	0.936646	-0.003969	0.684390	0.457906	1.052635
ENSMUSG00000086446	0.540266	-0.034156	0.223068	0.278595	0.068477	0.000173
ENSMUSG00000086448	-0.636729	-0.077867	-0.191187	0.796048	0.205984	0.719773
ENSMUSG00000086450	0.354820	1.202478	0.386581	1.031742	1.065261	1.301428
ENSMUSG00000086451	-0.177053	0.119055	-0.365039	-0.018703	-0.027873	-0.174698
ENSMUSG00000086453	0.225835	-0.257537	-0.338351	-0.896982	-0.376556	-0.508064
ENSMUSG00000086454	-0.719770	-0.190322	-0.739512	0.563628	-0.529260	0.155437
ENSMUSG00000086459	0.702719	-0.021232	0.215350	-0.440442	0.172756	-0.019830
ENSMUSG00000086460	-0.522324	0.005919	0.069703	0.407088	-0.303663	0.091208
ENSMUSG00000086462	0.477241	0.081516	0.453303	-0.005227	0.637061	1.318219
ENSMUSG00000086464	-0.290954	0.780555	0.313588	0.967097	1.188099	1.384344
ENSMUSG00000086468	-0.178952	-0.107444	0.000878	-0.245142	-0.201361	-0.169849
ENSMUSG00000086470	-0.225752	1.156885	0.418823	0.538544	0.014415	-0.626594
ENSMUSG00000086472	-0.669487	0.259140	-0.060827	0.084008	0.079272	-0.240504
ENSMUSG00000086473	-0.261368	-0.155433	0.449554	0.088272	0.474708	-0.282652
ENSMUSG00000086474	-0.390433	-0.209117	0.755666	0.169021	0.789846	0.671169
ENSMUSG00000086477	0.685712	-0.236938	0.913080	0.926023	0.993752	1.536293
ENSMUSG00000086479	-1.160438	-1.038389	-0.719109	-0.646384	-0.646268	-0.617331
ENSMUSG00000086480	0.156760	-0.529949	-0.254584	-0.739756	-0.187968	-0.258023
ENSMUSG00000086481	-0.619721	-0.247337	-0.216494	-0.090551	-0.372645	-0.217869
ENSMUSG00000086482	-0.425027	-0.082949	-0.130643	0.047028	-0.216444	-0.500641
ENSMUSG00000086483	-0.452044	0.262574	0.203374	-0.088235	-0.024517	0.026388
ENSMUSG00000086484	0.700764	0.202575	0.930509	1.413363	1.546888	0.785469
ENSMUSG00000086491	1.321003	-0.666348	-0.069665	2.192852	0.986831	0.947634
ENSMUSG00000086493	0.385839	-0.053056	0.005896	-0.385120	0.010489	-0.119068
ENSMUSG00000086495	0.165299	0.441869	0.119313	-0.164968	0.106645	-0.371530
ENSMUSG00000086497	1.744858	0.643720	0.940859	0.410122	1.508544	0.487492
ENSMUSG00000086498	-0.785360	0.090353	-0.807997	-0.048907	-0.408548	-0.352920
ENSMUSG00000086499	0.045659	0.675059	0.294405	0.794775	0.738645	-0.205279
ENSMUSG00000086501	-0.116894	-0.047930	-0.482069	0.132804	-0.214991	0.286220
ENSMUSG00000086502	0.309088	-0.467071	-0.605202	-0.504913	-0.241823	-0.109186
ENSMUSG00000086503	-0.910663	-0.122747	-0.584884	-0.292727	-0.341789	-0.237025
ENSMUSG00000086504	0.454479	-0.422016	0.079676	-0.274187	0.213570	0.068034
ENSMUSG00000086506	0.392655	-0.723002	0.136518	0.180597	-0.163894	0.060948
ENSMUSG00000086507	0.780727	-0.142631	1.474369	-0.110628	-0.272240	1.068179
ENSMUSG00000086509	-0.994248	0.076958	-0.264027	0.264292	0.170046	-0.090919
ENSMUSG00000086514	-1.068553	-0.653425	-1.235569	-0.340967	-1.189856	-0.963981
ENSMUSG00000086526	0.477409	-0.361841	-0.228661	-0.504883	-0.116964	-0.273648
ENSMUSG00000086527	0.534308	0.255754	0.139970	0.299198	0.565182	0.230640
ENSMUSG00000086530	-0.348470	0.619471	-0.123835	0.746478	-0.116555	0.794468
ENSMUSG00000086533	0.648821	-0.472399	-0.072041	-0.360305	-0.266211	-0.368720
ENSMUSG00000086534	-0.121493	-0.706234	-0.771768	-0.225246	-0.545289	0.439610
ENSMUSG00000086536	-0.130089	-0.100841	-0.445224	-0.275714	-0.137465	0.023041
ENSMUSG00000086537	0.812293	-0.705420	-0.153249	-0.612944	-0.238699	-0.488648
ENSMUSG00000086539	0.247606	-0.013899	0.299605	0.012627	-0.272903	0.150367
ENSMUSG00000086540	0.316578	0.487054	-0.235858	1.937317	0.936006	2.589747
ENSMUSG00000086541	-0.324512	0.677191	0.454113	0.307879	-0.025011	2.227190
ENSMUSG00000086544	-0.595608	-0.218308	-0.464770	-0.605974	-0.074299	-0.310358
ENSMUSG00000086545	-0.149684	0.190619	-0.037070	0.209187	0.234502	0.217633
ENSMUSG00000086546	-1.026251	-0.933197	-0.588799	-0.404824	0.423093	-0.675386
ENSMUSG00000086547	0.116514	-0.379920	-0.319359	-0.406384	-0.514738	-0.416614
ENSMUSG00000086548	-0.048682	-0.130579	-0.744800	0.331372	-0.767837	-0.522217
ENSMUSG00000086549	-1.208871	-1.020509	-0.561964	-0.712298	-0.366418	-0.756052
ENSMUSG00000086550	-0.067880	0.089227	-0.330916	-0.607076	-0.636396	-0.791261
ENSMUSG00000086552	0.042045	-0.036239	-0.480410	0.262715	-0.152997	-0.539849
ENSMUSG00000086555	-0.130645	-0.090929	-0.388441	-0.190895	-0.444540	-0.522172
ENSMUSG00000086556	0.244106	-0.227403	-0.044218	0.266071	0.041219	0.351039
ENSMUSG00000086557	-0.249984	0.021809	-0.122070	-0.123011	0.405149	0.173270
ENSMUSG00000086561	-0.383507	-0.297835	-0.308357	0.177328	-0.092614	-0.056128
ENSMUSG00000086564	0.533864	1.557876	0.692447	2.082541	1.322893	1.040630
ENSMUSG00000086575	0.166891	0.268154	0.283945	-0.103633	0.099517	0.171750
ENSMUSG00000086576	0.614345	0.592162	0.040293	-0.205293	-0.079812	0.110753
ENSMUSG00000086582	0.102379	0.372323	0.285505	-0.028185	0.010483	-0.184959
ENSMUSG00000086584	-0.277032	0.250961	-0.433665	0.584955	-0.118648	0.367049
ENSMUSG00000086587	-0.393054	0.339267	0.205298	0.244594	0.374221	0.207133
ENSMUSG00000086588	0.386897	0.299088	0.220343	0.207316	0.556671	-0.215293
ENSMUSG00000086589	0.044101	-0.079071	-0.091839	-0.467728	-0.087401	-0.228661
ENSMUSG00000086592	-0.404719	0.157645	0.074343	0.121092	-0.159990	-0.187685
ENSMUSG00000086598	0.096527	-0.247635	-0.209260	0.284721	-0.262198	0.164619
ENSMUSG00000086601	-0.280052	-0.580206	-0.239399	-0.207401	-0.466475	-0.461404
ENSMUSG00000086603	-0.188641	0.211595	-0.403258	-0.010855	0.121522	0.193165
ENSMUSG00000086604	0.185361	0.243303	-0.477250	0.516953	-0.364717	0.767768
ENSMUSG00000086607	-0.544118	0.180067	0.023465	0.352270	-0.185807	0.148082
ENSMUSG00000086610	0.391066	0.152054	0.003052	-0.101570	-0.194944	-0.174569
ENSMUSG00000086617	-0.340682	-0.145524	0.266503	-0.720571	-0.121711	0.078621
ENSMUSG00000086618	0.686561	-0.391376	0.252501	-0.389162	0.240788	0.265046
ENSMUSG00000086620	-0.673223	0.064788	-0.095841	0.331017	-0.046638	0.326686
ENSMUSG00000086621	-0.160927	0.756357	-0.075254	0.490724	1.578432	0.088799
ENSMUSG00000086624	-0.068773	-0.417226	-0.402419	0.279131	0.092888	0.085567
ENSMUSG00000086629	-0.107398	-0.163461	-0.465852	-0.038124	0.071814	0.282293
ENSMUSG00000086630	-0.841811	-0.043347	-0.776879	0.916740	-0.598304	-0.779989
ENSMUSG00000086638	0.071390	0.310092	0.148173	-0.090022	0.178821	-0.104692
ENSMUSG00000086641	-1.261958	-0.082435	0.592600	0.695478	0.691679	0.769517
ENSMUSG00000086644	0.239888	0.756185	0.665018	0.483750	0.925815	1.069887
ENSMUSG00000086648	-0.385389	0.463601	-0.119009	0.322907	1.230879	0.655654
ENSMUSG00000086650	-0.480109	0.270745	-0.817241	0.826921	-0.698243	0.766428
ENSMUSG00000086652	0.187370	-0.297848	-0.259442	-0.306675	-0.421445	-0.539457
ENSMUSG00000086655	0.130282	0.151065	-0.127402	-0.069371	-0.171544	-0.197242
ENSMUSG00000086657	-0.020019	0.048388	-0.083799	-0.481411	-0.568663	-0.500307
ENSMUSG00000086658	0.104117	0.117433	0.809824	1.105237	0.978155	0.445595
ENSMUSG00000086662	-0.562694	-0.511731	0.613827	0.473057	0.530835	1.052985
ENSMUSG00000086665	0.073795	0.130759	-0.614720	-0.991561	-0.502326	-1.405347
ENSMUSG00000086669	-0.406385	0.092717	0.633088	0.108896	0.394054	-0.033236
ENSMUSG00000086674	-0.014491	0.154607	0.360463	0.344972	0.312133	0.189595
ENSMUSG00000086677	-0.020613	0.063011	-0.239656	-0.022010	-0.061457	-0.175939
ENSMUSG00000086680	0.865940	0.026967	1.277880	-0.141175	0.617823	-0.213965
ENSMUSG00000086693	0.052769	0.244335	0.331566	-0.019331	0.145954	-0.137994
ENSMUSG00000086697	-0.958663	0.064882	-0.234876	-0.282185	-0.620576	-0.344686
ENSMUSG00000086699	-0.326575	-0.301206	-0.645996	-0.116473	-0.143280	-0.351238
ENSMUSG00000086700	0.503958	-0.088810	0.096908	-0.330150	-0.108688	-0.360898
ENSMUSG00000086703	-0.683070	0.336529	0.135979	0.424831	0.166785	0.664593
ENSMUSG00000086710	-1.157376	-0.482881	-0.000907	0.932207	1.373906	1.300120
ENSMUSG00000086712	0.352836	0.421987	0.293574	0.186469	0.452116	0.309710
ENSMUSG00000086714	-0.006331	-0.509211	-0.440866	-0.089123	-1.008086	-1.251356
ENSMUSG00000086716	0.564510	0.084323	0.637307	-0.307958	0.199434	-0.366528
ENSMUSG00000086719	0.080830	-0.158853	-0.180421	-0.080078	-0.335589	0.019539
ENSMUSG00000086725	0.272309	-0.410647	-0.031682	-0.393943	0.054996	0.071144
ENSMUSG00000086727	-0.302489	0.019811	-0.251349	0.550608	0.260810	0.719230
ENSMUSG00000086728	-0.087505	-0.079348	0.075953	-0.324518	-0.176265	-0.522178
ENSMUSG00000086733	-0.429310	0.075564	-0.326157	0.279068	-0.622603	0.022759
ENSMUSG00000086735	0.262946	0.386050	0.388641	-0.077404	0.320002	0.024546
ENSMUSG00000086736	0.714139	0.588023	0.567591	0.776529	0.971693	0.384312
ENSMUSG00000086740	-0.415987	-0.129578	0.297303	0.313527	-0.151619	-0.620426
ENSMUSG00000086742	-0.097221	0.402262	-0.074636	0.109320	0.109018	0.239852
ENSMUSG00000086743	-1.209583	1.429536	0.880820	1.446071	1.473544	1.497779
ENSMUSG00000086748	0.145297	0.215497	-0.035551	1.363715	0.562520	1.098935
ENSMUSG00000086750	-0.092519	0.049034	0.098289	0.283927	-0.054004	0.483394
ENSMUSG00000086753	-0.113054	-0.002465	0.170955	-0.430280	0.349525	-0.423145
ENSMUSG00000086754	0.579801	0.295914	0.194557	-0.206337	0.135158	-0.074687
ENSMUSG00000086756	0.259158	1.663305	0.981719	0.227366	0.975582	0.085233
ENSMUSG00000086762	-0.457548	0.066910	0.075885	-0.056488	-0.031271	-0.245716
ENSMUSG00000086764	-1.014517	0.139473	0.653270	0.367141	-0.332607	-0.014985
ENSMUSG00000086765	-0.042097	0.326393	0.537174	0.074380	0.362597	0.213353
ENSMUSG00000086766	-0.027453	-0.322832	0.744680	-0.357624	0.421681	-0.264835
ENSMUSG00000086773	-0.631185	-0.446172	-0.715848	0.163753	-0.025758	-0.235954
ENSMUSG00000086775	0.290537	0.002856	-0.085709	-0.401444	-0.038985	-0.435561
ENSMUSG00000086779	-0.012598	-0.051666	0.411556	-0.305410	0.209147	-0.106504
ENSMUSG00000086781	0.029406	0.036736	-0.657078	0.231516	-0.378510	0.099430
ENSMUSG00000086782	0.360666	0.143701	0.033944	0.115434	-0.130669	0.001522
ENSMUSG00000086784	0.039457	-0.556596	-0.536766	-0.452254	0.139424	-0.414723
ENSMUSG00000086785	0.381589	0.144077	0.432711	0.329161	-0.147825	0.069962
ENSMUSG00000086786	0.169550	0.377634	0.173423	-0.177288	-0.036550	-0.192963
ENSMUSG00000086795	0.210272	0.701857	0.200538	-0.172171	0.234152	0.309465
ENSMUSG00000086796	-0.491471	-0.407832	-0.335599	0.346341	-0.106056	0.669034
ENSMUSG00000086799	0.283403	0.121196	0.301721	-0.342753	0.215968	0.055144
ENSMUSG00000086800	-0.165562	0.052826	-0.344898	0.005553	-0.302873	0.574224
ENSMUSG00000086801	0.025329	0.067267	-0.204377	-0.029480	-0.177338	-0.143363
ENSMUSG00000086804	0.072994	0.293167	1.254121	0.845013	1.376902	0.566237
ENSMUSG00000086805	-0.055235	-0.283812	-0.447958	-0.227726	0.076539	-0.075339
ENSMUSG00000086813	-0.261763	0.269964	0.213550	0.237936	0.303261	0.333766
ENSMUSG00000086815	0.254223	-0.551631	0.144050	-0.605869	0.125983	-0.287633
ENSMUSG00000086819	0.181035	0.184577	0.205589	-0.325809	0.095467	-0.095228
ENSMUSG00000086822	-0.003969	-0.199576	0.007578	0.220350	-0.094957	0.019193
ENSMUSG00000086828	0.108158	-0.298334	-0.138444	-0.376351	0.042592	-0.127019
ENSMUSG00000086833	-0.264462	0.757527	0.086011	0.059751	-0.129452	0.081048
ENSMUSG00000086835	-0.033865	0.317444	0.122162	-0.474815	-0.481596	-0.488431
ENSMUSG00000086837	-0.125219	0.175828	0.560129	0.639534	0.300924	-0.125653
ENSMUSG00000086839	0.198470	-0.184758	0.153184	-0.120411	0.103321	-0.096146
ENSMUSG00000086841	0.556070	-0.063327	0.186162	-0.615222	0.094791	-0.248716
ENSMUSG00000086843	-0.234928	0.020172	-0.096912	-0.139722	-0.098390	-0.357468
ENSMUSG00000086844	-0.262122	0.197437	0.145146	0.499904	0.244343	-0.136664
ENSMUSG00000086845	-0.109375	-0.231466	-0.012646	-0.021132	0.053139	-0.231550
ENSMUSG00000086847	-0.310815	0.262544	0.373972	0.176995	-0.004009	0.002423
ENSMUSG00000086849	0.383851	0.219761	0.378853	-0.143903	-0.115471	-0.738904
ENSMUSG00000086850	-0.116278	-0.190533	0.131404	-0.503511	-0.299802	-0.281073
ENSMUSG00000086855	0.350747	0.924241	0.133756	-0.702414	0.000148	0.282099
ENSMUSG00000086856	-0.638075	-0.811863	-0.191329	0.630471	0.166269	0.230869
