#geneID	Ikaros/Control_0h	Ikaros/Control_2h	Ikaros/Control_6h	Ikaros/Control_12h	Ikaros/Control_18h	Ikaros/Control_24h
ENSMUSG00000080365	0.926424	1.192256	0.676133	-0.620128	-0.346536	0.368628
ENSMUSG00000080396	-0.013098	-0.063821	-0.597918	-0.923429	0.769959	-2.222100
ENSMUSG00000080440	-0.176216	0.790301	-0.135934	-0.916558	1.457331	-4.854412
ENSMUSG00000080461	0.987257	0.240734	2.613558	1.687139	0.527783	3.043632
ENSMUSG00000080465	0.343357	0.139442	0.683737	-1.135758	-0.670486	-0.532980
ENSMUSG00000080469	0.106839	1.010221	0.193731	0.348721	1.386784	3.736393
ENSMUSG00000080478	0.830490	0.446244	1.263550	-1.053798	0.101462	0.056255
ENSMUSG00000080486	-1.278397	-2.692320	0.166821	-1.358313	-0.327013	-0.251682
ENSMUSG00000080518	-0.060311	0.457850	1.056262	-0.160369	-0.179850	0.417622
ENSMUSG00000080533	-0.011258	0.765813	-0.369214	-1.101149	-0.020642	1.915789
ENSMUSG00000080540	-0.152461	0.178384	-0.041834	-0.714972	-0.784133	-1.489780
ENSMUSG00000080542	0.458651	0.798961	0.197942	0.564148	-0.781596	-1.043116
ENSMUSG00000080712	-0.247836	-0.350672	-1.145263	0.596424	1.087646	0.479421
ENSMUSG00000080717	-1.657458	-2.632408	-0.180280	-1.030711	-1.363074	-0.429769
ENSMUSG00000080727	-0.174859	0.148062	0.542798	0.567737	0.281043	0.923329
ENSMUSG00000080772	-0.508091	-0.178867	-1.897532	-0.115289	0.598658	0.741689
ENSMUSG00000080776	0.084623	0.480246	1.244029	-1.301715	-1.093769	-0.497526
ENSMUSG00000080783	2.556905	0.438108	0.034381	-1.237017	-1.574088	-2.395033
ENSMUSG00000080797	-1.269884	-2.130601	1.222755	1.319585	1.277167	2.531286
ENSMUSG00000080810	-1.053870	0.146035	-0.017287	0.094489	0.472660	1.884281
ENSMUSG00000080845	-1.074223	0.265764	0.768550	-0.464550	-1.142528	-2.279233
ENSMUSG00000080848	0.348998	-0.091708	1.752207	-0.322155	-0.841830	1.640612
ENSMUSG00000080875	0.047897	0.088380	2.626303	-0.438664	-1.724005	-0.500639
ENSMUSG00000080885	0.188822	0.328528	-0.210053	-0.371317	-0.885205	-0.528771
ENSMUSG00000080893	0.214438	0.286508	-0.202677	-0.110479	-0.543491	-1.453949
ENSMUSG00000080916	0.789274	0.507881	1.800087	1.819795	1.143137	1.064079
ENSMUSG00000080921	0.452793	0.153502	0.983183	-0.815574	-1.473805	0.629479
ENSMUSG00000080935	-0.350664	0.088482	2.129724	-1.324398	-1.324260	-1.013205
ENSMUSG00000080950	-0.704901	-1.211187	-1.864576	-2.160461	-2.393433	-2.369404
ENSMUSG00000080957	0.460507	-0.056220	0.827126	-0.400194	-0.026725	-0.845900
ENSMUSG00000080968	-0.407393	-0.384731	0.334844	-0.695321	-0.970444	1.003427
ENSMUSG00000080971	-0.244606	0.063388	-0.853040	-0.170391	-1.658536	-0.191154
ENSMUSG00000080999	0.671437	-0.233415	0.033130	-0.932555	-0.230797	-1.063291
ENSMUSG00000081049	-0.451144	1.269427	1.999186	-1.208794	-1.783407	-1.296958
ENSMUSG00000081051	-0.889114	0.492956	2.065987	-0.860432	-0.650944	-0.627600
ENSMUSG00000081058	0.274389	2.191632	-1.689549	-0.590607	-0.044487	0.590917
ENSMUSG00000081076	2.993270	0.522270	-1.169922	-0.874761	-2.539326	-3.441658
ENSMUSG00000081078	-0.491481	0.645879	2.072868	1.915475	1.658039	1.573880
ENSMUSG00000081094	-0.614592	0.938242	1.747760	-1.134849	-0.980043	0.628400
ENSMUSG00000081103	-0.178968	-0.445611	-2.191452	-1.418260	-1.699772	-0.499518
ENSMUSG00000081126	-0.798377	-0.411845	0.207063	-1.489149	0.064384	-0.190654
ENSMUSG00000081128	0.218274	0.203115	0.343653	-1.137588	-0.803697	-0.287487
ENSMUSG00000081137	0.668429	1.307421	-0.107425	0.213137	0.538982	-0.504819
ENSMUSG00000081170	-0.172288	0.935976	0.520053	0.287395	-0.049744	-0.944488
ENSMUSG00000081176	0.051883	-0.031286	3.600736	-0.821141	0.185929	1.933786
ENSMUSG00000081187	-1.182750	0.445791	1.905161	2.082039	1.974120	1.025674
ENSMUSG00000081208	-0.354882	-0.139657	0.598174	0.641719	0.395605	0.202427
ENSMUSG00000081214	-0.274945	-0.399795	-0.494742	0.321172	-0.231332	0.205499
ENSMUSG00000081219	-2.054396	-0.879590	-0.765498	1.310114	3.044005	3.568361
ENSMUSG00000081223	-0.238827	-0.276072	-0.450504	-0.931314	0.652707	1.558552
ENSMUSG00000081248	0.391122	1.852401	-1.866208	2.255363	1.644214	2.670814
ENSMUSG00000081256	-0.881495	-1.072036	0.049898	0.120508	0.504440	-0.189696
ENSMUSG00000081272	0.142157	0.548796	0.525567	-1.000311	-0.620220	0.150666
ENSMUSG00000081291	0.631141	0.249598	2.154801	0.176329	0.277101	-0.179177
ENSMUSG00000081309	-0.144492	-0.220628	1.420894	-1.372435	-0.975042	-0.584106
ENSMUSG00000081340	-0.021183	-0.279447	0.383966	-0.233133	1.420196	0.617356
ENSMUSG00000081344	1.267488	0.505072	0.954323	-0.383004	-1.078845	0.577794
ENSMUSG00000081378	-0.333564	0.194912	-2.967106	-0.509744	0.197117	-0.282765
ENSMUSG00000081400	-1.223519	0.695124	2.500022	-1.267452	-1.129970	-1.769789
ENSMUSG00000081404	0.311502	0.153504	-0.360785	-1.219341	-1.788232	0.224044
ENSMUSG00000081406	-1.524184	1.311351	2.275673	-1.514285	-0.746594	-1.236220
ENSMUSG00000081434	-0.851229	-0.406313	-0.462701	-0.290920	-0.339205	-1.007504
ENSMUSG00000081448	-0.453048	-0.370470	-1.019889	-0.530571	0.635013	1.183295
ENSMUSG00000081453	0.238527	-0.049374	-0.397633	-0.201142	0.367663	-1.089555
ENSMUSG00000081455	0.926662	-0.041053	-0.986908	-2.043579	-2.163921	-2.124166
ENSMUSG00000081467	0.067879	-0.256331	0.139324	-0.121133	-0.581477	-2.819009
ENSMUSG00000081471	-0.377673	0.264809	-0.101671	0.579092	-0.398982	-0.287117
ENSMUSG00000081476	-0.321780	-0.453413	-0.139701	-0.521286	0.085167	-0.203825
ENSMUSG00000081480	-0.513727	-0.791456	-2.413776	0.737133	-0.887714	-1.336155
ENSMUSG00000081485	0.028010	0.339685	1.059423	-0.300545	-0.962984	-0.330774
ENSMUSG00000081534	-0.321261	-0.253089	-0.008083	-0.423928	-0.301795	-0.326757
ENSMUSG00000081535	0.013785	-0.097672	1.057233	-0.171811	-1.502516	0.049671
ENSMUSG00000081557	-0.328766	0.077968	1.033397	1.791477	0.737568	1.720425
ENSMUSG00000081564	0.683006	0.292730	0.315948	-1.225993	-1.147165	-0.713537
ENSMUSG00000081574	-0.557360	0.983223	-0.351103	0.363786	-0.797739	-1.132727
ENSMUSG00000081590	-0.753853	0.161723	-0.767534	-0.045910	0.597571	0.651816
ENSMUSG00000081600	0.417885	0.149207	-0.490108	1.007653	-0.132572	-1.415857
ENSMUSG00000081603	0.846828	0.588993	-0.499329	-2.718004	-3.321948	-0.613280
ENSMUSG00000081648	-0.972470	0.806944	-1.325279	-0.044203	-0.904112	-0.956821
ENSMUSG00000081670	-0.836800	-0.641646	0.164136	-0.122138	0.540467	0.859221
ENSMUSG00000081684	-0.289690	0.071547	0.265893	0.377161	-1.380936	-0.894399
ENSMUSG00000081692	0.044300	-0.734479	2.773162	-0.545719	0.825043	0.458785
ENSMUSG00000081739	0.343011	-0.029017	0.007224	0.308409	0.049374	0.329831
ENSMUSG00000081752	0.403611	0.266259	1.361913	-0.810977	-1.605590	-0.496589
ENSMUSG00000081769	-1.411977	-0.467598	-1.931142	-0.318385	-0.240602	0.266581
ENSMUSG00000081788	-0.659520	-0.743668	1.301844	-0.091085	-0.541061	0.585325
ENSMUSG00000081805	-0.864186	-1.531972	-0.139595	-0.119224	0.338627	0.102375
ENSMUSG00000081807	-0.549973	-0.007747	-1.125867	-0.400065	-0.867745	-0.834335
ENSMUSG00000081809	0.130597	0.061871	-1.650242	0.538120	0.257942	0.493796
ENSMUSG00000081811	-0.256625	0.432255	-0.005519	-1.463794	-1.249469	-0.386319
ENSMUSG00000081824	0.713905	-0.286442	0.477483	-1.416444	-0.047637	1.005189
ENSMUSG00000081850	-0.674168	-0.590746	0.858855	-0.846175	0.436904	-0.193136
ENSMUSG00000081855	-1.073610	0.315896	1.733151	-0.660854	-1.202278	-1.001125
ENSMUSG00000081895	-0.951023	0.467224	1.147852	-1.193917	-0.916275	0.109758
ENSMUSG00000081915	0.711109	-0.537106	-0.573679	-2.634286	-1.167271	-1.688345
ENSMUSG00000081926	1.480784	1.236598	1.321550	0.284963	-0.859162	0.970330
ENSMUSG00000081930	-0.523798	0.438299	-0.084258	0.377803	0.756614	1.056001
ENSMUSG00000081965	0.264091	0.534720	0.923324	-0.362482	0.271747	0.488023
ENSMUSG00000081974	-0.207908	-0.408276	0.001818	-0.203575	-0.107287	0.841493
ENSMUSG00000081992	-0.893904	0.482920	0.344550	-0.019697	-0.865179	-0.546183
ENSMUSG00000081998	-0.914674	-0.943484	-0.817559	-0.491468	1.072820	1.665879
ENSMUSG00000081999	-0.185590	-0.005425	2.912400	-1.485756	-2.380204	-2.549841
ENSMUSG00000082016	-0.166481	0.619966	1.479813	-0.192840	-1.551632	-1.616435
ENSMUSG00000082029	-0.091814	-0.303654	1.615763	-0.549626	-0.609452	1.871374
ENSMUSG00000082087	-0.994063	0.328323	0.720500	-1.023066	-0.272315	0.683515
ENSMUSG00000082088	-1.000067	0.175163	1.416841	0.770148	1.209288	1.435346
ENSMUSG00000082130	-1.313707	-1.323713	1.650866	-0.829484	0.532880	0.338623
ENSMUSG00000082163	0.331837	0.039659	-0.057164	0.260979	0.586122	-0.104423
ENSMUSG00000082171	-0.851688	-1.369288	0.251528	-1.430469	-0.855803	-0.456615
ENSMUSG00000082186	0.272482	1.038626	-0.613277	-0.492591	-0.431588	0.601139
ENSMUSG00000082209	-0.506540	0.302842	1.951734	-0.978546	-1.706184	-1.221764
ENSMUSG00000082234	-0.283032	-0.563365	-0.240095	-0.507886	-0.015935	1.084527
ENSMUSG00000082241	-1.443676	0.479037	1.028747	-1.056932	-1.246082	-0.465432
ENSMUSG00000082265	0.263407	0.806450	0.027300	-1.652230	1.803945	1.194587
ENSMUSG00000082280	0.052937	0.478198	0.860400	-1.056655	-2.140734	-2.216847
ENSMUSG00000082286	0.230163	-0.415583	-0.603743	0.256629	0.779423	1.097094
ENSMUSG00000082292	-1.134315	-0.401130	0.428806	-0.630881	-0.977768	-0.636544
ENSMUSG00000082319	-1.199514	-0.124571	0.595222	-0.605968	-1.531441	-0.241699
ENSMUSG00000082365	-1.581157	-1.644701	-2.221028	-1.838309	-3.177866	-2.259780
ENSMUSG00000082383	0.074337	0.210229	0.561402	0.999822	1.413393	2.198931
ENSMUSG00000082419	-0.193550	0.434204	-0.196474	0.348216	0.694816	1.652302
ENSMUSG00000082424	-1.740765	-0.545145	0.033560	0.452670	-0.163201	-1.256168
ENSMUSG00000082436	0.705381	-1.403635	-1.253478	-1.178101	-2.744326	-1.404044
ENSMUSG00000082454	-1.120242	0.066525	0.967689	-1.572608	-0.879624	-0.998388
ENSMUSG00000082465	-1.609437	0.515640	0.342153	0.953771	1.885583	2.120752
ENSMUSG00000082480	-0.364024	-0.565222	-0.656227	0.367330	-0.259467	-0.788745
ENSMUSG00000082520	0.126512	1.523877	1.189377	-0.116962	-0.637607	0.815027
ENSMUSG00000082530	0.486471	-0.412626	0.615804	-1.261210	-1.540789	-1.337630
ENSMUSG00000082535	-1.429712	-1.225516	0.145438	1.347761	0.775065	1.870430
ENSMUSG00000082536	-0.195402	0.395466	-0.488261	0.950684	-0.599681	-0.433999
ENSMUSG00000082585	-0.524467	-0.109507	0.634279	-0.537492	-0.246335	-0.870834
ENSMUSG00000082588	-0.445330	-1.433051	-0.551150	-0.860801	0.532751	1.370926
ENSMUSG00000082593	-0.730460	-0.284149	-0.023071	1.020063	0.968228	1.747920
ENSMUSG00000082691	0.345225	0.479886	1.625072	0.572865	0.416715	1.610870
ENSMUSG00000082711	0.301989	-0.175375	1.150942	0.057841	0.874165	0.476581
ENSMUSG00000082740	-1.100095	0.526087	-1.099513	-0.840163	0.542641	-0.406070
ENSMUSG00000082762	0.355415	0.497407	0.485354	0.609019	-0.094539	-1.146548
ENSMUSG00000082765	0.167871	0.284750	0.802560	0.582758	-0.669515	0.331584
ENSMUSG00000082769	0.160146	0.252104	-1.105050	-1.632525	-0.115995	0.327382
ENSMUSG00000082791	0.782519	0.101735	0.583546	0.172270	0.628538	0.597086
ENSMUSG00000082809	-0.557558	-0.483078	-0.649744	-0.355519	-0.092156	-1.449415
ENSMUSG00000082894	0.562260	-0.476523	-0.385272	-0.169520	-0.437019	0.158070
ENSMUSG00000082895	0.683236	-0.965685	-0.446574	-0.266583	-0.696228	-0.186309
ENSMUSG00000082896	0.617472	0.826259	0.389668	-0.964270	-2.311675	-1.515293
ENSMUSG00000082908	0.092053	0.511894	0.914220	-1.231654	-1.088334	-0.162222
ENSMUSG00000082920	0.130560	-0.208418	-0.804170	0.693306	-0.765308	0.656788
ENSMUSG00000082922	0.097287	-0.917437	-2.891895	0.620037	-1.375854	-0.541020
ENSMUSG00000082935	-0.153559	0.184108	0.017565	-1.726734	-1.736553	-0.472301
ENSMUSG00000082938	-0.560915	-0.519911	1.817184	-0.547914	-0.529937	0.726067
ENSMUSG00000082946	-0.307473	-1.381180	0.269351	-0.261492	-1.045860	0.156645
ENSMUSG00000082956	-1.650618	-1.045769	-0.185978	-0.508047	1.884766	2.271997
ENSMUSG00000082988	-0.772655	-0.515936	1.904113	0.127125	-1.018323	-1.013583
ENSMUSG00000083012	-0.173523	0.271073	-0.292136	-0.045244	-0.255030	-0.585740
ENSMUSG00000083022	0.252406	0.371955	0.616753	0.007491	-0.794461	-0.257909
ENSMUSG00000083027	-0.799933	-0.055396	0.840947	-1.165197	-1.257667	-0.256549
ENSMUSG00000083044	0.358141	-0.130276	-0.508184	1.792413	0.257343	-1.356057
ENSMUSG00000083061	-0.513863	0.572778	-0.903619	1.164519	-0.583279	0.692631
ENSMUSG00000083064	-1.350019	-0.856418	-0.183719	-0.984858	-1.439061	-0.644159
ENSMUSG00000083087	0.634946	-0.447339	0.306993	0.425939	-1.750646	-2.246115
ENSMUSG00000083097	0.557116	0.373463	0.825549	-1.167371	-2.046875	-0.308735
ENSMUSG00000083104	-0.323663	-0.617387	-0.850749	-0.809477	-1.245960	-1.227023
ENSMUSG00000083111	-0.369816	0.040309	-1.903768	-0.382886	-1.512958	-0.998519
ENSMUSG00000083139	0.289842	-0.321049	-0.817884	-0.518096	-0.003053	-0.919066
ENSMUSG00000083149	-0.753823	0.591601	-0.369870	0.409527	0.672250	0.236547
ENSMUSG00000083152	-0.097236	0.945102	0.322449	0.087736	0.722247	-1.023696
ENSMUSG00000083161	0.029182	0.804811	0.035520	-0.388863	-0.914079	-0.972258
ENSMUSG00000083165	0.801897	0.537864	1.275393	0.510643	2.540117	2.785085
ENSMUSG00000083199	0.100791	-0.029928	0.139407	-1.355240	-2.885157	-1.746335
ENSMUSG00000083209	-0.341389	-1.166037	0.329010	-0.878359	0.672942	-0.693687
ENSMUSG00000083223	0.318444	-0.105419	-0.334534	-1.790535	-0.398144	-1.069636
ENSMUSG00000083240	0.078883	1.193692	1.343876	-0.034994	-0.012261	1.291534
ENSMUSG00000083246	-0.628035	0.313328	-0.624348	-0.014488	-0.224235	0.356286
ENSMUSG00000083261	0.040233	0.305363	0.636064	-0.773660	-1.714441	-0.853492
ENSMUSG00000083268	-0.601613	-0.848549	-0.721639	0.488661	1.503586	-0.469855
ENSMUSG00000083305	-1.058994	-1.090521	-0.243715	-1.069559	-1.271887	0.213684
ENSMUSG00000083307	-0.751075	-0.571062	1.005476	-1.196616	-0.367116	-1.054697
ENSMUSG00000083317	0.050001	-0.750325	-0.282265	1.029085	2.081410	0.745377
ENSMUSG00000083325	-0.203191	0.678624	-0.009327	-0.261775	-1.051693	-1.758298
ENSMUSG00000083327	-0.202347	0.580955	1.726614	-0.380255	-0.250998	0.386879
ENSMUSG00000083340	-0.067814	0.392161	0.172560	-0.576799	-0.630819	0.035698
ENSMUSG00000083364	-0.497340	0.545880	1.305138	-1.348394	-2.325518	-0.767224
ENSMUSG00000083367	0.292908	0.015855	1.116469	-0.135214	-0.837451	0.425636
ENSMUSG00000083380	-0.958953	1.019551	1.580723	-0.099365	-2.126248	-1.332526
ENSMUSG00000083396	-0.687793	0.372043	0.193461	-0.888479	-0.200415	0.236635
ENSMUSG00000083397	-0.928736	-0.128577	-0.466706	0.278626	-0.415717	-0.521383
ENSMUSG00000083505	-0.374344	0.406903	0.092443	-2.424727	-2.788662	-2.514015
ENSMUSG00000083563	-0.777952	-0.966401	-1.511487	-0.402823	0.118829	0.046851
ENSMUSG00000083594	-0.391171	0.312806	-0.216111	0.294681	-0.254312	0.534344
ENSMUSG00000083621	0.170598	0.463079	0.782474	-0.779633	-0.879028	0.150526
ENSMUSG00000083623	-0.710567	0.525250	0.221805	0.853196	0.495936	0.937157
ENSMUSG00000083633	-0.224303	-2.183408	-1.160945	-0.777937	-2.296307	-0.527902
ENSMUSG00000083650	-0.786577	-1.234896	0.897456	-0.005912	1.290225	1.815385
ENSMUSG00000083669	-0.672667	0.384705	0.672433	-1.193980	-1.054786	-4.238408
ENSMUSG00000083670	0.620210	-0.079196	1.762037	-0.691819	-0.742177	1.010669
ENSMUSG00000083672	0.401101	0.874909	1.375152	1.480806	1.134351	0.655499
ENSMUSG00000083705	1.397345	-1.765727	-0.722328	0.314780	-0.740457	0.385823
ENSMUSG00000083708	-0.180153	-0.194340	-0.522551	-1.167629	-0.107705	-0.400173
ENSMUSG00000083716	0.165925	0.222416	2.131916	-1.481451	-1.735475	-0.488351
ENSMUSG00000083718	0.315054	-0.571651	-0.714001	-0.437992	-1.029921	0.494723
ENSMUSG00000083736	-0.763994	-1.161848	-0.473527	0.005053	0.818547	0.409972
ENSMUSG00000083754	0.768736	-0.136427	-0.186563	-1.335697	-0.707153	-1.749360
ENSMUSG00000083757	-1.288077	-0.214687	1.125134	-1.067872	-0.140534	0.075582
ENSMUSG00000083773	0.393208	0.704765	0.586413	0.654627	-0.016308	-1.163598
ENSMUSG00000083798	0.521693	0.181318	1.102264	-0.301000	0.042271	1.719524
ENSMUSG00000083811	0.129884	-1.393239	2.157443	-1.169334	1.259414	1.403111
ENSMUSG00000083816	-0.585635	-1.680035	-0.965971	-0.926699	-1.748794	-2.459455
ENSMUSG00000083822	-0.259499	-1.025409	1.570952	1.667167	2.369590	2.614352
ENSMUSG00000083827	0.408690	-0.644752	-1.174841	2.751497	0.281508	2.036715
ENSMUSG00000083833	0.101889	0.060268	-0.269140	-0.505256	-0.516569	-0.403630
ENSMUSG00000083840	0.667080	0.014579	0.043660	0.162134	0.236868	0.153977
ENSMUSG00000083844	-0.401133	-0.132719	-0.444422	-0.028966	-0.630739	-0.739921
ENSMUSG00000083853	0.052266	-0.559489	1.337972	-2.013442	-0.060562	0.594480
ENSMUSG00000083863	-0.393669	-0.977826	-1.107257	-0.112950	0.152192	-1.168249
ENSMUSG00000083885	-1.415708	-1.448754	0.198486	-0.178223	1.137769	1.693493
ENSMUSG00000083899	-0.729009	0.505218	0.201413	-0.561059	-1.346953	-0.763549
ENSMUSG00000083902	-0.078819	-0.368444	0.579585	-0.434259	0.665670	-1.312517
ENSMUSG00000083906	-0.340917	-1.256117	1.972103	-0.614134	1.873194	-0.587095
ENSMUSG00000083953	0.736823	-0.453914	-0.889344	0.249552	-0.743237	-1.035716
ENSMUSG00000083992	0.174286	-0.163974	-0.277533	-0.144333	-0.753629	-1.518813
ENSMUSG00000084022	0.868658	0.236791	0.334184	-0.197173	-1.354697	-1.834677
ENSMUSG00000084033	-0.994708	-1.673372	0.887481	0.445755	1.025213	0.774343
ENSMUSG00000084099	-0.826694	0.514031	2.544678	0.959348	-0.341650	-0.796809
ENSMUSG00000084106	-0.053404	0.345810	0.981613	-1.367692	-1.326681	-1.132942
ENSMUSG00000084111	0.764437	-0.492921	-0.506558	-0.542100	-0.578983	-0.389517
ENSMUSG00000084132	-0.481703	-0.246472	-0.227547	-0.054967	-3.750681	-1.101338
ENSMUSG00000084154	0.177336	0.394189	1.067419	-1.528727	-1.436687	0.478192
ENSMUSG00000084159	0.208038	-0.104565	-0.031884	-0.453180	0.234533	-0.328391
ENSMUSG00000084166	-0.118832	-1.731136	0.304738	-0.570445	-0.052071	0.059927
ENSMUSG00000084170	0.217763	-1.725580	0.008229	1.640415	0.253960	-1.324889
ENSMUSG00000084288	-0.567349	-1.234650	-1.928396	-1.101110	-2.109850	-2.352917
ENSMUSG00000084304	0.874470	0.603666	0.061579	0.558697	-0.354057	2.034742
ENSMUSG00000084315	-0.752261	0.214674	0.802730	0.284467	0.580401	1.083617
ENSMUSG00000084319	0.325080	0.595499	1.397310	-0.986047	-1.629782	0.260243
ENSMUSG00000084329	0.220203	0.485452	-0.885107	0.602719	-1.143391	0.417299
ENSMUSG00000084347	-0.546384	-0.768546	0.759535	0.739578	0.992782	0.094380
ENSMUSG00000084349	-0.410368	-0.563313	0.421142	-0.652325	-0.247488	0.130943
ENSMUSG00000084350	-0.759470	-1.241623	-1.244234	-1.024721	-0.643122	-0.954216
ENSMUSG00000084372	-0.175382	2.043117	1.221742	0.622666	2.588384	1.817377
ENSMUSG00000084381	-0.119271	-1.805432	1.383329	-0.481109	0.500594	2.679395
ENSMUSG00000084408	-0.644173	-0.662897	1.788918	-0.929882	-0.199312	-0.846474
ENSMUSG00000084411	-1.031707	-0.501920	-0.930836	-1.221428	-1.362990	0.077966
ENSMUSG00000084416	0.183276	0.465434	1.499703	-0.769869	-1.065186	0.181300
ENSMUSG00000084497	-0.067691	-0.127746	-2.338211	-0.397252	-0.949250	-0.918355
ENSMUSG00000084592	0.527482	0.055130	-0.422315	0.559960	1.900037	3.103283
ENSMUSG00000084686	0.006417	-0.478691	-1.155274	-0.437867	-0.792241	0.668912
ENSMUSG00000084744	0.761698	-0.172670	-1.931641	0.001435	-1.055311	0.945478
ENSMUSG00000084758	0.477704	0.478298	0.175614	0.271494	0.755453	1.053830
ENSMUSG00000084760	0.863931	-0.742641	0.013228	-0.237048	0.305152	-1.230764
ENSMUSG00000084771	-1.056566	-1.118163	0.476869	1.166584	-0.798339	-1.775182
ENSMUSG00000084786	0.088986	0.238975	-0.091810	0.154417	-0.148408	0.212957
ENSMUSG00000084790	-0.015730	-0.462487	-0.918633	-0.633010	-1.566338	-1.253741
ENSMUSG00000084792	-0.028033	0.484100	0.926932	-0.352308	-0.476319	-0.638043
ENSMUSG00000084796	-0.434562	-0.216900	0.189621	0.467116	1.016028	1.131767
ENSMUSG00000084797	1.307073	0.247549	2.864589	2.348072	1.871330	2.273362
ENSMUSG00000084799	-0.563300	0.096455	0.078503	-0.080080	0.140988	1.139985
ENSMUSG00000084803	-0.352797	-0.024523	-0.441678	0.242950	0.256351	-0.354416
ENSMUSG00000084806	0.352331	0.786627	0.630044	-0.026729	-0.751958	-0.076015
ENSMUSG00000084807	-0.861181	-2.534953	-0.525710	-0.647090	-1.982306	-0.459860
ENSMUSG00000084808	-0.474875	-0.375827	-0.814949	0.326604	0.392835	0.665246
ENSMUSG00000084809	-1.041154	-1.636659	-0.362557	0.018448	0.368046	0.025317
ENSMUSG00000084817	-0.419156	0.031673	1.281834	-0.611923	-0.658335	-1.075534
ENSMUSG00000084824	0.126128	0.002140	0.513176	-0.563621	0.325342	1.167103
ENSMUSG00000084826	-1.333773	-1.349466	-1.074839	-0.033834	-1.200375	-1.270436
ENSMUSG00000084838	-0.214908	0.280271	1.718834	-0.575748	-1.274756	-0.275885
ENSMUSG00000084843	-0.539407	-0.826978	-2.117843	-2.294490	-1.485500	-0.358200
ENSMUSG00000084845	-0.628284	-1.183697	-0.112784	0.717606	1.036279	0.625609
ENSMUSG00000084846	-0.210684	0.453527	-0.269592	0.532208	0.746058	1.298352
ENSMUSG00000084866	-0.203305	-0.330579	-0.603522	0.859758	1.333646	1.140644
ENSMUSG00000084880	0.067715	0.004767	0.023766	1.023436	1.208891	0.055876
ENSMUSG00000084899	0.470556	0.204117	-1.616384	0.036753	-0.375502	-0.422287
ENSMUSG00000084904	0.106763	-0.393383	0.816813	-0.305352	-0.723107	0.495705
ENSMUSG00000084911	0.542683	-0.166011	0.006625	-1.433357	-2.881283	-2.425506
ENSMUSG00000084915	-0.757663	-0.376829	0.294893	0.791470	1.535210	2.140349
ENSMUSG00000084925	0.003201	-1.128899	-0.547994	0.258848	1.023370	1.847250
ENSMUSG00000084941	-0.057529	-0.418397	-0.877789	-0.118238	0.867160	0.911717
ENSMUSG00000084946	0.199363	-0.900009	-0.755134	-0.058425	2.142019	2.558304
ENSMUSG00000084956	-1.012536	-2.722964	-1.945539	-3.090590	-3.324387	-2.012283
ENSMUSG00000084957	-0.042301	0.451293	0.154907	0.250665	0.006212	0.488649
ENSMUSG00000084968	-0.076650	0.300542	-0.149767	0.138390	2.108260	1.656733
ENSMUSG00000084980	0.056318	-0.245843	0.111857	0.505418	-0.193531	0.647215
ENSMUSG00000084986	-0.228601	1.929180	2.627848	3.925435	2.921766	2.978468
ENSMUSG00000084998	-0.376123	-0.432214	-1.527874	-0.957268	-1.940447	-1.794589
ENSMUSG00000085008	-0.550070	0.345667	-1.183456	0.013709	0.323508	-0.258871
ENSMUSG00000085016	-0.188478	-0.463484	-0.980414	0.535931	0.692326	-0.403262
ENSMUSG00000085024	1.190720	-0.412019	-1.071268	-1.265925	0.368998	-1.171842
ENSMUSG00000085028	0.002952	-0.225195	-0.068896	0.048811	-0.042659	0.247840
ENSMUSG00000085030	-0.192116	0.000785	-0.078791	0.765310	-0.033123	-0.522190
ENSMUSG00000085037	0.063924	0.332306	0.080061	0.916303	1.470756	1.723323
ENSMUSG00000085039	-0.353098	-0.730329	-0.701028	0.334678	-0.002620	1.257000
ENSMUSG00000085054	-0.572818	0.041395	-0.131689	0.228383	0.831410	0.076551
ENSMUSG00000085072	0.525886	1.111942	0.141425	-0.223452	-1.359471	0.303470
ENSMUSG00000085085	0.218097	0.155075	0.965566	1.510977	1.375797	0.538124
ENSMUSG00000085093	-0.609701	-1.581194	0.325226	0.546831	1.765636	0.752853
ENSMUSG00000085102	-1.411246	-2.429165	-2.597029	-1.721191	1.028857	0.697684
ENSMUSG00000085105	0.453121	0.042329	-0.107161	0.573875	-1.194840	-3.024759
ENSMUSG00000085112	-0.778581	0.593241	0.243002	1.085070	1.118984	1.835391
ENSMUSG00000085119	0.133036	-0.900115	-1.779323	-0.979711	-1.773977	-1.299373
ENSMUSG00000085133	0.929188	-0.399261	-0.588843	0.564692	-0.063894	1.061014
ENSMUSG00000085143	0.420982	0.048906	0.794378	2.160553	1.707689	2.670096
ENSMUSG00000085148	0.374049	0.529695	0.436032	3.156517	3.553844	4.554613
ENSMUSG00000085154	-0.628394	-0.873023	1.854709	0.960258	1.941808	1.369581
ENSMUSG00000085156	-0.393097	-0.596641	-1.131930	-1.134120	-2.565947	-2.751120
ENSMUSG00000085165	-0.347990	0.117223	-0.415902	-0.326903	0.177066	-1.274261
ENSMUSG00000085167	0.764291	-0.479359	-2.054662	-2.689564	-2.082331	-3.483055
ENSMUSG00000085168	4.110652	2.149935	-0.022315	-1.149736	-1.644499	-3.159310
ENSMUSG00000085169	-0.447473	-0.454572	0.350361	-1.158689	-0.565232	-1.522188
ENSMUSG00000085175	-0.252354	-0.318993	-1.311111	0.572882	0.293101	0.537877
