#geneID	Ikaros/Control_0h	Ikaros/Control_2h	Ikaros/Control_6h	Ikaros/Control_12h	Ikaros/Control_18h	Ikaros/Control_24h
ENSMUSG00000019842	0.301096	0.442877	0.878813	1.330425	1.132389	1.369262
ENSMUSG00000019843	0.240671	0.059324	-0.025472	-0.883918	-0.180814	0.312769
ENSMUSG00000019845	0.215410	0.364467	0.091293	0.096948	-0.434597	-0.893789
ENSMUSG00000019849	-0.166239	-0.192981	-0.433869	-0.564871	-0.919918	-1.305051
ENSMUSG00000019850	0.151476	-1.299431	-1.678571	-1.747138	-0.618682	0.857033
ENSMUSG00000019854	-0.090083	-0.029320	-0.273055	0.174411	-0.192276	-0.130303
ENSMUSG00000019857	-0.045330	0.352891	0.009771	-0.155470	0.005289	0.327652
ENSMUSG00000019861	-0.089122	0.748022	1.591532	1.853909	2.834637	2.815446
ENSMUSG00000019863	-0.153526	-0.220845	-0.051035	0.219230	0.249300	0.102549
ENSMUSG00000019864	-0.141001	-0.155483	0.170894	0.235602	-0.111306	-0.592195
ENSMUSG00000019866	-0.215995	-0.213251	0.664059	0.343108	1.657818	2.277939
ENSMUSG00000019868	-0.389520	0.174278	-0.192793	0.204093	-0.080087	-0.186484
ENSMUSG00000019873	0.249902	0.098758	0.635809	0.270571	0.296776	-0.047948
ENSMUSG00000019876	-0.596373	-0.861913	-1.220605	-1.189460	-1.415295	-1.299664
ENSMUSG00000019877	0.188061	0.202192	-0.012251	0.587939	0.277756	0.552202
ENSMUSG00000019878	0.199319	0.523047	0.220320	0.123707	0.258697	0.342112
ENSMUSG00000019883	0.072451	0.242917	0.232420	0.576962	0.140398	-0.151184
ENSMUSG00000019891	0.680047	1.354651	1.117494	1.133149	0.963576	0.307520
ENSMUSG00000019897	-0.039904	0.108318	0.340570	-0.219844	-0.586170	-0.019488
ENSMUSG00000019907	-0.019901	-0.026671	-0.434576	-0.100210	-0.425870	-0.178352
ENSMUSG00000019916	0.510780	0.995759	0.229199	0.244108	-0.782434	-1.284910
ENSMUSG00000019917	1.321570	0.991664	1.333290	0.212400	0.693170	1.382465
ENSMUSG00000019920	0.547661	0.310298	0.669478	0.311200	0.803022	0.810878
ENSMUSG00000019923	-0.128836	0.155632	-0.251776	-0.245093	-0.735801	-1.012681
ENSMUSG00000019927	-0.031151	-0.676697	-0.946870	-0.469501	-0.174294	-0.206785
ENSMUSG00000019935	-4.691634	-4.313172	-3.851718	-3.642353	-3.029696	-3.645347
ENSMUSG00000019942	0.120724	-0.073968	0.014957	-0.385778	-0.599775	-0.858193
ENSMUSG00000019943	-0.092221	0.195650	0.450597	0.007439	0.204445	0.271751
ENSMUSG00000019945	0.535998	0.584687	0.675466	0.268902	-0.088093	-0.636995
ENSMUSG00000019947	1.507820	0.403073	1.222950	3.507136	4.970200	4.045065
ENSMUSG00000019948	0.055051	0.028076	-0.219082	-0.393087	-0.150039	-0.246473
ENSMUSG00000019951	-0.095558	-0.146655	0.572699	0.214116	0.400282	0.287414
ENSMUSG00000019952	-0.083335	0.043388	0.209451	-0.198081	-0.344063	-0.787818
ENSMUSG00000019960	-0.499170	-1.331626	-0.527268	-1.776995	-1.098748	-1.174227
ENSMUSG00000019961	0.069656	-0.159036	0.143929	-0.250795	0.013531	-0.481614
ENSMUSG00000019969	0.049178	-0.171998	0.118254	0.163583	0.245301	-0.033329
ENSMUSG00000019970	-0.944453	-1.754223	-1.484086	-0.510152	0.905835	0.653731
ENSMUSG00000019971	-0.550531	-0.684992	-1.600921	-1.020114	-1.385335	-0.738541
ENSMUSG00000019975	0.080848	0.572864	0.284731	-0.285688	-0.632015	-0.207977
ENSMUSG00000019977	0.127865	0.284871	-0.308066	-0.191968	0.043075	0.688555
ENSMUSG00000019978	0.284411	0.187107	0.379375	0.507501	1.137812	1.005829
ENSMUSG00000019979	-0.170034	-0.746307	-0.092743	-0.024715	0.221109	-0.062782
ENSMUSG00000019982	0.001772	-0.536119	-0.378190	0.171418	1.756509	2.223832
ENSMUSG00000019984	0.048147	-0.049344	-0.261582	0.041714	0.273539	0.099411
ENSMUSG00000019986	0.122854	0.327017	0.591384	0.129298	0.139048	-0.028336
ENSMUSG00000019988	0.156116	-0.030003	0.123296	0.074457	0.395705	0.048578
ENSMUSG00000019989	-1.679848	-1.016835	-1.189336	2.043576	4.109404	3.842492
ENSMUSG00000019990	1.063780	-0.072948	1.501871	0.622088	1.172877	1.535598
ENSMUSG00000019992	-0.165066	0.288872	0.230434	-0.069421	-0.146044	-0.600951
ENSMUSG00000019996	0.113974	-0.574949	-0.361175	0.283493	0.346465	0.638303
ENSMUSG00000019998	0.092823	-0.165010	0.236705	0.318074	0.944594	1.095523
ENSMUSG00000020003	-0.498353	-0.406183	-0.114950	0.648571	0.282435	0.419815
ENSMUSG00000020009	-0.146169	0.649396	0.666575	1.254592	1.268369	1.458138
ENSMUSG00000020014	-0.472310	-0.684422	-0.633135	-0.133171	0.335172	0.760378
ENSMUSG00000020015	-0.125108	-0.127123	-0.075402	0.459894	0.973415	1.334683
ENSMUSG00000020017	-0.661027	0.371868	-0.239322	0.091880	0.053863	0.348454
ENSMUSG00000020018	-0.311256	-0.049571	-0.410469	-0.057390	-0.316119	-0.677399
ENSMUSG00000020020	0.398186	0.653890	2.440293	1.780265	2.965275	2.109337
ENSMUSG00000020021	-1.287379	-0.750320	-0.144638	0.251693	1.395358	1.844852
ENSMUSG00000020022	0.129103	0.132703	-0.237297	-0.192480	-0.819812	-1.093998
ENSMUSG00000020024	-0.130686	-0.255514	-0.392109	-0.656382	-0.917625	-0.726881
ENSMUSG00000020027	-0.995857	-1.750154	-2.139323	-1.637094	-1.400396	-1.051616
ENSMUSG00000020029	3.544099	2.354316	1.333676	0.333124	0.871058	0.797492
ENSMUSG00000020032	0.402631	0.998547	1.381897	0.762826	0.419326	0.754546
ENSMUSG00000020034	0.449220	0.591712	0.658262	3.048193	3.932821	4.113123
ENSMUSG00000020037	0.837784	1.209335	1.348026	1.321797	2.382506	1.255027
ENSMUSG00000020048	0.016482	0.218251	-0.542274	-0.488638	-0.985897	-1.183874
ENSMUSG00000020056	0.206558	0.282771	-0.131770	0.288338	-0.120387	-0.028075
ENSMUSG00000020061	1.325058	3.270395	3.332292	4.086644	5.885751	7.309064
ENSMUSG00000020063	0.268805	0.153801	0.062823	-0.181620	-0.658084	-0.215035
ENSMUSG00000020064	0.103367	-0.228370	0.090643	0.034990	0.041402	0.236057
ENSMUSG00000020067	-0.233608	-0.259552	-0.386711	-0.868547	-1.339839	-0.224506
ENSMUSG00000020068	-0.013848	-1.141256	-0.457473	-0.160877	1.028183	0.367000
ENSMUSG00000020069	-0.103226	0.088488	-0.013771	0.441345	0.391939	0.587601
ENSMUSG00000020070	0.130939	0.204164	0.224328	0.619959	0.734813	1.132075
ENSMUSG00000020072	0.069134	-0.817366	-1.905379	-2.151076	-3.566733	-3.461595
ENSMUSG00000020074	-0.059962	0.098924	-0.179957	0.281547	0.325972	0.018461
ENSMUSG00000020075	-0.023666	-0.231070	-0.060181	-0.956416	-0.866049	-0.889424
ENSMUSG00000020076	-0.099454	0.060635	-0.205077	-0.222900	-0.497251	-0.161646
ENSMUSG00000020077	-0.297139	0.202366	0.352182	0.970339	1.260360	1.573435
ENSMUSG00000020078	0.019336	0.190686	0.172454	0.104128	0.388638	0.744373
ENSMUSG00000020079	-0.137119	-0.010563	-0.547868	-0.697760	-1.105158	-1.160975
ENSMUSG00000020085	-1.127507	-0.226018	0.378689	1.248806	1.451334	1.418281
ENSMUSG00000020087	-0.168972	-0.293716	-0.443396	-0.425941	-0.571545	-1.062581
ENSMUSG00000020088	-0.160500	-0.123535	0.117132	-0.381914	-0.241022	-0.132083
ENSMUSG00000020089	0.049082	0.072070	-0.096496	-0.765738	-1.721045	-2.422320
ENSMUSG00000020091	0.095826	-0.141537	0.492159	0.501401	0.896641	0.425598
ENSMUSG00000020097	0.634131	-0.074512	-0.391699	0.118721	0.620995	0.514999
ENSMUSG00000020098	0.428483	0.422993	0.327392	-0.028705	0.081314	0.365380
ENSMUSG00000020100	0.404728	0.141961	1.313696	0.433653	1.566276	1.176849
ENSMUSG00000020101	-0.667605	-1.140734	-0.508129	-0.022924	-0.070071	-0.012836
ENSMUSG00000020107	-0.093254	-0.009276	-0.229814	-0.055097	-0.304679	0.040211
ENSMUSG00000020108	0.238482	-0.370683	0.056279	-0.080998	0.795788	0.746176
ENSMUSG00000020109	-0.029209	-0.245081	-0.384260	-0.217199	-0.248300	-0.154958
ENSMUSG00000020111	0.005915	0.092873	0.005033	0.152352	0.612589	1.111836
ENSMUSG00000020114	0.312832	-0.207906	0.043231	-0.258948	0.033447	-0.208153
ENSMUSG00000020115	-0.044880	-0.092948	0.425602	0.207165	0.622826	0.742419
ENSMUSG00000020116	-0.204204	-0.163672	-0.169784	-1.010221	-1.555226	-1.592565
ENSMUSG00000020120	1.360871	1.017465	1.518610	0.214234	-0.080712	-0.519797
ENSMUSG00000020124	0.079081	-0.306512	-0.025122	-0.674758	-0.648606	-0.505095
ENSMUSG00000020128	0.058599	0.541271	0.345088	0.747416	1.180667	1.638245
ENSMUSG00000020130	-0.014392	-0.423280	-0.023759	-0.514419	0.165632	-0.077978
ENSMUSG00000020131	-0.142351	-0.278405	-0.779486	-1.558621	-2.867389	-2.893119
ENSMUSG00000020132	0.205796	0.047779	0.183239	0.257948	0.342144	0.822085
ENSMUSG00000020133	-0.168477	-0.278733	0.180927	-0.005209	0.161632	0.226970
ENSMUSG00000020134	-0.036150	0.900395	1.332137	1.807583	2.191725	2.486098
ENSMUSG00000020137	-0.069324	0.416631	-0.257385	0.047191	0.085197	-0.341892
ENSMUSG00000020142	0.445583	0.015604	-0.228236	-1.383293	-2.817290	-2.924105
ENSMUSG00000020143	0.017398	-0.026539	0.315992	0.459961	0.359827	0.573688
ENSMUSG00000020149	0.076721	0.092181	0.183926	0.510224	0.278596	-0.136056
ENSMUSG00000020150	0.986387	1.344927	2.489406	1.427974	0.397665	0.138656
ENSMUSG00000020152	-0.038774	-0.116124	0.181485	-0.009800	0.315326	0.246171
ENSMUSG00000020153	0.041608	0.268297	0.026006	0.302606	0.029327	0.357264
ENSMUSG00000020155	-2.748259	-2.287217	-3.531150	-4.055243	-3.966932	-4.245012
ENSMUSG00000020156	-0.182145	0.015189	-0.359079	-0.445403	-0.622179	-0.570445
ENSMUSG00000020163	0.048083	0.203777	-0.023903	-0.175417	-0.632151	-1.008220
ENSMUSG00000020166	-0.220100	-0.057574	-0.149286	0.061701	-0.260634	-0.155096
ENSMUSG00000020167	-0.070664	0.004291	0.378634	0.158466	0.346791	0.250322
ENSMUSG00000020170	0.247394	-0.190945	-0.030612	-0.087150	0.605513	0.629840
ENSMUSG00000020171	0.178076	-0.280641	0.314273	0.274521	0.373878	0.448879
ENSMUSG00000020175	1.407274	1.897600	1.647422	3.197981	2.219594	2.504731
ENSMUSG00000020176	-0.283438	-0.603153	-0.883045	-0.666730	-0.685343	-1.668680
ENSMUSG00000020178	-1.419075	-2.713357	-2.670260	-0.286162	-2.732115	-2.994907
ENSMUSG00000020180	-0.159095	0.121514	0.000899	-0.288027	-0.893157	-0.955051
ENSMUSG00000020182	-0.352566	-0.426998	-1.530493	-1.409635	-2.163150	-2.568583
ENSMUSG00000020183	0.856494	0.611039	1.087476	1.835719	4.558069	5.203923
ENSMUSG00000020184	-0.055358	0.128202	0.484048	-0.121916	0.315756	0.659894
ENSMUSG00000020185	0.027285	-0.661081	0.176686	-0.131483	-0.066245	-0.821367
ENSMUSG00000020186	0.311467	0.146792	0.245833	-0.000800	0.180014	0.708137
ENSMUSG00000020189	-0.367869	-1.051047	-0.192804	-1.426311	-0.121451	0.070355
ENSMUSG00000020190	-0.184406	-0.337456	0.202187	-0.283782	0.152194	0.253440
ENSMUSG00000020191	0.088550	0.036923	-1.253587	-0.716932	-1.556076	-1.603297
ENSMUSG00000020193	-0.779159	-0.313781	0.720683	0.768113	0.416541	0.555534
ENSMUSG00000020196	-0.101497	0.025807	0.000587	-0.157406	-0.262653	-0.291736
ENSMUSG00000020198	0.229082	0.369533	0.351260	0.511656	0.927951	1.059463
ENSMUSG00000020205	0.390839	-1.198965	-0.690583	-2.557092	-3.733262	-3.602257
ENSMUSG00000020211	-0.202255	0.014357	-0.195427	0.111122	-0.532699	-0.640357
ENSMUSG00000020212	0.256186	0.656203	0.769301	0.799126	0.837665	0.671668
ENSMUSG00000020219	-0.049077	-0.207868	-0.036977	-0.445250	-0.551657	-0.494614
ENSMUSG00000020220	0.242753	-0.135756	0.168908	-0.173210	-0.035184	0.145426
ENSMUSG00000020224	-0.072998	-0.019902	-0.319844	-0.899095	-1.282103	-1.023884
ENSMUSG00000020225	-0.395290	-0.049855	-0.242728	0.736186	0.266389	0.108095
ENSMUSG00000020227	-0.117314	-0.147034	-0.108953	-0.288949	-0.099062	-0.352853
ENSMUSG00000020228	0.199097	0.366300	0.561774	0.404568	0.514010	0.032393
ENSMUSG00000020230	0.263140	0.972946	0.849743	1.075352	1.498777	1.770727
ENSMUSG00000020231	0.059071	0.490303	1.469343	0.871512	1.248606	1.629887
ENSMUSG00000020232	-0.268631	-0.396835	-0.485815	-0.282091	-0.151671	0.210990
ENSMUSG00000020234	0.123928	0.843055	0.797395	1.049610	-0.045750	0.295885
ENSMUSG00000020235	0.155757	0.118142	0.241059	0.258411	0.317564	0.139805
ENSMUSG00000020238	-0.080208	-0.166190	-0.415765	-0.594996	-1.042933	-1.328282
ENSMUSG00000020246	0.054345	0.332873	0.476840	0.479715	0.483183	0.360441
ENSMUSG00000020248	-0.003379	0.396974	0.702720	0.380229	0.291669	0.271402
ENSMUSG00000020250	-0.441857	-0.881859	-0.541321	-0.673797	-0.407668	-0.627091
ENSMUSG00000020253	0.083431	0.336358	0.231573	0.342307	0.338592	0.614830
ENSMUSG00000020255	-0.124381	-0.697583	-0.382099	-0.399496	0.083373	0.126593
ENSMUSG00000020257	0.026043	-0.322732	-0.099819	-0.019792	0.285006	-0.231987
ENSMUSG00000020258	-0.093750	-0.367716	0.815516	0.136404	0.571470	0.366481
ENSMUSG00000020260	0.007562	0.093136	0.135474	-0.146826	-0.301873	-0.326036
ENSMUSG00000020261	-0.376399	-0.123442	0.247566	0.398507	0.901274	0.972758
ENSMUSG00000020263	-0.275761	-0.434500	-0.297511	0.959865	1.466052	1.588103
ENSMUSG00000020265	-0.027162	0.177871	0.448872	0.186388	-0.002960	-0.278359
ENSMUSG00000020267	0.365964	0.136384	-0.027478	0.061841	-0.419170	-0.886508
ENSMUSG00000020268	-0.180640	-0.271986	-0.101698	-1.220686	-1.682131	-1.672499
ENSMUSG00000020271	0.107429	-0.038500	0.437268	0.207564	0.911379	0.397727
ENSMUSG00000020272	0.658773	-0.386048	0.065178	-0.258547	0.276139	0.093205
ENSMUSG00000020273	0.030077	0.511294	0.931348	0.246082	0.630352	0.709154
ENSMUSG00000020275	0.295682	0.197001	1.508742	2.565487	3.876772	3.470459
ENSMUSG00000020277	0.414896	0.857097	0.467277	0.115425	-1.296379	-2.637642
ENSMUSG00000020280	-0.024648	-0.357528	-0.787471	-0.961881	-0.524709	-0.421278
ENSMUSG00000020282	-0.303138	1.298492	-1.432920	-0.063504	0.363036	-1.169031
ENSMUSG00000020283	-0.176033	0.032004	0.215238	0.542704	0.947252	0.757249
ENSMUSG00000020284	0.026819	0.187157	0.310577	0.132761	-0.064523	0.089106
ENSMUSG00000020287	0.167227	0.092532	0.031424	0.469003	0.336102	0.454797
ENSMUSG00000020288	0.266043	0.903967	0.993206	0.325900	0.402406	0.536986
ENSMUSG00000020289	-0.173601	0.150667	-0.057492	0.181133	0.077384	-0.088781
ENSMUSG00000020290	0.106008	-0.119167	-0.345388	-0.746606	-1.029532	-1.571694
ENSMUSG00000020297	2.082775	1.655691	0.596232	1.036635	2.525762	2.115014
ENSMUSG00000020300	-0.088540	-0.198887	0.759485	0.623607	1.160955	1.015600
ENSMUSG00000020303	1.055354	1.167759	0.770123	0.640295	-0.437684	-0.776877
ENSMUSG00000020305	-0.241696	-0.081510	0.003756	0.284052	0.328644	0.018307
ENSMUSG00000020307	-0.056956	0.016467	-0.254066	-0.416230	-0.771268	-1.174333
ENSMUSG00000020308	0.129425	0.217038	0.359344	0.917718	0.989616	0.921630
ENSMUSG00000020309	-0.035747	0.382889	0.132011	-0.213172	-0.470943	0.397325
ENSMUSG00000020311	0.054011	0.346933	-0.018705	0.665897	0.150528	0.288420
ENSMUSG00000020315	0.366100	0.053945	0.222724	0.327098	0.890763	1.090571
ENSMUSG00000020319	0.147111	-0.115291	0.190512	-0.394684	0.294903	0.483373
ENSMUSG00000020321	0.055612	0.261853	0.214278	0.222735	0.292445	0.300228
ENSMUSG00000020323	0.809653	-0.717131	-1.254092	-1.196186	-3.262050	-3.910367
ENSMUSG00000020326	0.107459	0.062567	-0.049359	-0.343488	-0.459187	-0.304007
ENSMUSG00000020328	-0.313959	-0.285757	-0.317566	-0.748861	-1.614598	-1.972502
ENSMUSG00000020329	-0.198879	-0.026257	-0.222521	-0.105353	-0.212874	-0.478754
ENSMUSG00000020330	-0.026442	-0.008873	0.018060	0.052311	0.005388	-0.348666
ENSMUSG00000020340	-0.041105	0.053639	0.857516	1.091735	2.007672	2.087562
ENSMUSG00000020346	0.075363	0.556245	1.063712	1.617829	1.270316	1.072882
ENSMUSG00000020349	-0.077882	0.029630	0.088893	0.000061	-0.276681	-0.359105
ENSMUSG00000020358	0.092522	0.108577	0.043220	-0.526322	-0.915522	-0.907910
ENSMUSG00000020359	-0.455636	-0.475200	-0.810562	-1.150037	-1.247458	-0.918742
ENSMUSG00000020361	0.026338	-0.269206	-0.265719	-0.791399	-0.968776	-1.150456
ENSMUSG00000020362	-0.002259	-0.394977	-0.108248	-0.326378	0.117964	-0.126095
ENSMUSG00000020366	0.283554	0.141272	0.195832	-0.148732	-0.192195	0.186516
ENSMUSG00000020368	0.177524	0.201769	-0.169021	-0.386059	-0.585892	-1.027024
ENSMUSG00000020372	-0.157812	-0.145397	-0.077602	-0.173736	-0.188529	-0.430540
ENSMUSG00000020375	0.266842	0.397750	0.579144	1.322371	1.123889	1.248365
ENSMUSG00000020376	0.162185	0.572425	0.297745	0.613539	0.449708	0.371534
ENSMUSG00000020380	0.057305	0.126460	0.099822	-0.415416	0.308511	0.944923
ENSMUSG00000020381	-0.102105	0.187027	1.009792	1.203812	0.659542	0.257206
ENSMUSG00000020385	0.011630	0.561034	0.114401	0.309137	0.121058	0.905686
ENSMUSG00000020386	0.236363	0.318068	0.121961	-0.121917	-0.358296	-0.310375
ENSMUSG00000020387	-0.887826	-1.293362	-1.037278	-1.720961	-1.849595	-2.262838
ENSMUSG00000020389	-0.354721	-0.051366	0.454481	-0.041467	-0.286554	0.252681
ENSMUSG00000020390	-0.033885	0.130513	0.416834	0.912357	1.159641	1.239088
ENSMUSG00000020392	-0.225954	-0.101536	-0.174119	-0.272016	-0.309640	-0.366784
ENSMUSG00000020393	0.214934	0.258998	1.003203	0.241530	0.789938	1.145768
ENSMUSG00000020395	-1.081066	-0.608545	-0.384564	0.314038	0.731991	0.221502
ENSMUSG00000020396	0.193438	0.451672	0.487872	-0.596078	-1.906677	-1.712841
ENSMUSG00000020397	-0.047263	0.355121	-0.059405	-0.074012	-0.152603	0.183608
ENSMUSG00000020399	0.414568	0.648322	-0.935983	-1.137901	-0.214072	-0.244980
ENSMUSG00000020400	-0.221978	0.380882	0.893809	1.110257	0.633990	1.059460
ENSMUSG00000020402	0.222895	0.244531	0.164965	0.014426	-0.101834	-0.193729
ENSMUSG00000020409	0.007050	0.204382	0.305825	0.113534	0.128199	0.771337
ENSMUSG00000020412	-0.073760	-0.279023	-0.358178	-0.422552	-0.614607	-0.774952
ENSMUSG00000020413	0.015008	-0.803542	-0.713272	-1.495030	-1.097931	-1.769228
ENSMUSG00000020415	0.183664	0.511912	0.201107	0.257223	-0.181458	-0.019900
ENSMUSG00000020420	0.239377	-1.048009	-0.076159	-0.237045	0.187060	0.769682
ENSMUSG00000020422	-0.034870	-1.126769	-1.039876	-1.574588	-1.176240	-1.517482
ENSMUSG00000020423	1.188973	0.588707	1.758948	2.974167	3.140496	3.522170
ENSMUSG00000020424	-0.144668	0.232287	0.418271	0.582444	0.873245	1.210140
ENSMUSG00000020430	-0.013147	-0.129448	-0.103787	-0.256407	-0.637558	-0.823519
ENSMUSG00000020432	-0.060729	-0.204091	-0.185267	0.406008	1.937302	3.074104
ENSMUSG00000020437	-0.275241	-0.067780	0.259470	0.614517	0.518331	0.497851
ENSMUSG00000020439	-0.248288	-0.773568	-1.374620	-2.827263	-2.854598	-2.805141
ENSMUSG00000020440	0.058103	0.174935	0.244311	0.711266	0.783625	0.693634
ENSMUSG00000020441	0.098355	0.247162	-0.159054	0.284753	0.091766	0.356631
ENSMUSG00000020444	-0.404458	-0.284726	-0.405234	-0.893234	-1.265655	-1.379486
ENSMUSG00000020448	0.022015	0.388001	0.418771	0.948959	1.199207	1.317712
ENSMUSG00000020451	-0.387448	-0.288550	-0.068913	0.113641	0.334490	0.786693
ENSMUSG00000020453	-0.097280	-0.720028	-0.542685	-0.636008	0.039721	-0.039994
ENSMUSG00000020454	-0.170642	0.049544	-0.011947	0.294379	-0.052822	-0.258750
ENSMUSG00000020455	-0.196604	0.451698	0.456196	0.954870	1.481801	1.484035
ENSMUSG00000020456	-0.123347	0.073090	0.201137	0.111985	-0.178175	-0.374176
ENSMUSG00000020457	0.021760	-0.040304	-0.289237	-0.395519	-0.938458	-0.785207
ENSMUSG00000020458	-0.123659	0.105893	0.149872	0.502522	0.163579	0.068771
ENSMUSG00000020459	-0.109116	-0.234511	-0.924566	-0.682148	-0.763218	-0.636135
ENSMUSG00000020460	0.021977	-0.065261	0.073356	-0.553328	-0.643470	0.015580
ENSMUSG00000020461	-0.806027	-0.860119	-1.489364	0.122621	0.930548	0.743301
ENSMUSG00000020462	-0.039638	0.361577	0.413926	0.515208	0.605628	1.055965
ENSMUSG00000020463	0.045195	0.013540	0.187569	-0.144661	0.127291	0.368448
ENSMUSG00000020464	-0.282163	-0.386120	-0.257333	0.061163	-0.294898	-1.042491
ENSMUSG00000020471	-0.169696	-0.263989	-0.410738	-0.719831	-1.142416	-1.987041
ENSMUSG00000020472	0.129764	0.236416	0.470498	0.949737	1.601475	1.755816
ENSMUSG00000020474	-1.160628	-0.870018	-0.611141	0.431211	0.321552	0.235712
ENSMUSG00000020476	-0.018760	0.070635	0.292801	0.013450	-0.362542	-0.242967
ENSMUSG00000020477	0.045224	-0.447606	-0.206603	-0.616043	-0.717922	-0.795941
ENSMUSG00000020482	0.200618	-0.081739	0.068236	0.109326	0.770389	0.656798
ENSMUSG00000020483	0.636245	0.058198	0.280559	-0.293918	-0.722782	-0.706697
ENSMUSG00000020484	0.617905	0.915385	0.658116	0.896307	1.138425	1.600792
ENSMUSG00000020485	-0.259319	0.025550	-0.126713	0.431046	0.313390	0.580040
ENSMUSG00000020491	-0.082902	-0.047243	0.153469	-0.312306	0.329249	0.729006
ENSMUSG00000020492	-0.119608	-0.185950	-0.428586	-0.312887	-0.511880	-0.509579
ENSMUSG00000020493	0.282582	0.276367	0.729220	0.030300	0.124666	0.375503
ENSMUSG00000020495	-0.198634	-0.118713	-0.358127	-0.401807	0.011476	0.003747
ENSMUSG00000020496	0.181908	0.041020	0.159556	0.010021	-0.146480	-0.653890
ENSMUSG00000020513	-0.323522	-0.084688	0.457635	0.497683	0.635552	1.041204
ENSMUSG00000020514	0.180039	0.256682	-0.147298	-0.287431	-0.691819	-0.527075
ENSMUSG00000020515	-0.188188	-0.072128	-0.007918	0.287146	0.567767	0.544979
ENSMUSG00000020516	-0.014557	0.365871	-0.034250	-0.321481	-0.043653	0.033599
ENSMUSG00000020519	-0.011641	0.171387	-0.540290	-0.234420	-0.171445	0.016134
ENSMUSG00000020520	0.913445	0.888524	0.682328	1.046664	1.002982	-0.564622
ENSMUSG00000020521	0.081635	0.173993	0.043052	-0.432707	-0.470095	-0.779339
ENSMUSG00000020522	0.106072	-0.000496	0.064331	0.193099	0.685698	0.478308
ENSMUSG00000020523	0.012965	0.354310	-0.057768	0.396863	-0.180591	-0.075665
ENSMUSG00000020525	-0.113996	-0.079834	0.065062	0.425663	0.777447	0.804824
ENSMUSG00000020526	-0.260457	-0.140520	-0.640207	-0.565405	-0.714273	-0.862624
ENSMUSG00000020527	-0.181216	0.034707	-0.476928	-1.320154	-2.001985	-2.513898
ENSMUSG00000020528	0.096049	0.590498	0.607717	0.374340	0.331112	0.599581
ENSMUSG00000020530	-0.092020	0.402159	-0.120459	-0.016822	-0.547054	-0.301261
ENSMUSG00000020532	-0.050578	-0.043090	-0.232682	-0.494947	-0.953184	-1.223161
ENSMUSG00000020534	-0.450399	-0.453584	-0.993461	-1.533735	-2.243458	-2.842965
ENSMUSG00000020536	0.112347	-0.051053	0.873139	0.125179	0.969347	0.400610
ENSMUSG00000020537	0.214979	0.068757	0.059795	-0.597857	-0.511130	-0.638826
ENSMUSG00000020538	0.163725	0.529562	0.990461	0.784168	0.627815	0.373238
ENSMUSG00000020544	-0.303726	-0.519488	-0.714964	-0.325673	-1.141531	-0.803907
ENSMUSG00000020546	0.051038	0.341174	-0.228450	0.162138	0.044631	1.063271
ENSMUSG00000020547	0.021622	-0.074116	-0.272115	-0.720862	-0.972092	-1.350431
